organisationname,date,transactionnumber,supplier,expensearea,expensetype,amount,file,negative,ideptfamily
Royal Free London NHS Foundation Trust,19/06/2020,1448798,Rfl Property Services Limited,Rf:Ih Catering Patients,Ic Ih Catering Patients,201408.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449133,Zoll Medical Uk Ltd,Rf:Covoid19 Equipments,Med&Surg Equipment,33995.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449271,Nhs Shared Business Services Ltd,Tw:Payroll,Other Non-Clinical Services,35165.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449385,Bytes Software Services Ltd,Tw:Information Man And Tech,Other Non-Clinical Supplies,34830.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449831,Bates Office Services Limited,Rf:Covid-19 (Surge),Staff Clothing,48500.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449861,Baxter Healthcare Ltd,Rf:Capd,Renal Dialysis Consumables,103679.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449862,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,81746.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449864,Baxter Healthcare Ltd,Rf:Capd,Renal Dialysis Consumables,183524.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1449866,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,63628.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1450126,Haverstock Healthcare Ltd,Bh:A&E Med Staff,Agency Other Medical,82617.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1451281,Roche Products Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,36230.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1451801,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31714.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1451900,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,31888.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1452215,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,26813.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1452324,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,38067.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1453143,Philips Respironics Uk Ltd,Rf:Thoracic Medicine,Anaesthetic Equip&Accessories,32130.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1453155,Dictate It,Tw:Patient Systems,Office Equipment,55704.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1454142,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,25118.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1454219,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,51825.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1455429,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,250164.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1455575,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1456039,D&L Medical Limited,Rf:Corona Virus 11south Works,Engineering Equip & Materials,48222.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1459031,Philips Healthcare (Surrey),Tw:Patient Systems,Healthcare Non-Nhs Recharge,-30012.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1459506,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,48523.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1459543,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,61612.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1459544,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,30806.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1459546,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,35370.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460722,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,141837.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460723,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,62321.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460726,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,141837.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460727,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,62321.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460728,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,141837.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460729,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,141837.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460733,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,141837.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1460796,Ge Capital Equipment Finance Ltd,Ch:Decontamination Unit,Msse Lease Charges,141837.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,1461193,London International Exhibition Centre Plc,Tw:Nightingale Ward (Excel),Building Contracts,120000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,16677,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,26946.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,2380,Imtech Low Carbon Solutions Ltd,Tw:Energy & Utilities,Msse Maintenance Contracts,46818.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,2504,Currie & Brown Uk Limited,Tw:Whht Consultancy,Consultancy Fees,26110.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,2726,Compass Contract Services (Uk) Limited,Tw:Soft Fm Contracts,Other Soft Fm Contracts,321515.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,19/06/2020,719589,Philips Healthcare (Surrey),Tw:Patient Systems,Healthcare Non-Nhs Recharge,30012.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,22/06/2020,1452852,Childcare Vouchers Ltd,Tw:Balance Sheet,Creditors-S&W-Jury Service,32016.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,23/06/2020,1429274,Ihi Institute For Healthcare Improvement,Tw:Improvement  Faculty,Courses & Conferences,149528.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1418999,Grahame Gardner Ltd,Rf:Rfh Facilities Management,Staff Clothing,31250.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1429272,Eta Projects Ltd,Tw:Nightingale Ward (Excel),Engineering Contracts,68536.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1449403,Hoare Lea Llp,Tw:Nightingale Ward (Excel),Building Contracts,67201.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1450089,Elis Uk Ltd,Rf:Rfh Facilities Contract,Other Non-Clinical Services,83766.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1453238,Ecourier,Rf:Rfh Transport,Transport-Equipment/Materials,75052.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1453873,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,57385.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1453875,Supply Chain Coordination Ltd (Consumables),Tw:Balance Sheet,Creditors-Nhs Supplies Service,134201.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1453971,Capri Mechanical Serv Ltd,Rf:Mechanical Projects-Backlog,Estates Services Contracts,214206.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1454033,Shakib Property Management Ltd,Hw:Building Services,Rent,138865.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1454126,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,55513.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1454745,Healthcare At Home Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,39867.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1458361,Hologic Uk Ltd,Ed:Breast Screening-Kit Celbss,Radiology Equipment,174000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1458654,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,31975.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1459414,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,32349.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1459507,Aah Pharmaceutical Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,40436.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1459773,Roche Products Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,30194.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1459783,Shire Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,77000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1459815,Alloga Uk,Tw:Balance Sheet,Pharmacy Issues & Receipts,36000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1461387,Eta Projects Ltd,Tw:Nightingale Ward (Excel),Building Contracts,136636.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1461393,Darwin Group Limited,Bh:Modular Ward,Building Contracts,743590.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1461965,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,35935.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1462073,Lloydspharmacy Clinical Homecare,Tw:Balance Sheet,Pharmacy Issues & Receipts,27971.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463138,Novartis Pharmaceuticals,Rf:Amyloidosis,Drugs Rebate (Tedd),-71480.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463139,Novartis Pharmaceuticals,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,-58375.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463140,Novartis Pharmaceuticals,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,-131046.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463141,Novartis Pharmaceuticals,Rf:Amyloidosis,Healthcare Non-Nhs Statutory,-42888.0,ROYF 01-03 - April - June.csv,-1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463142,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,71480.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463143,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,154873.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463144,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,71480.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463145,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,83393.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463146,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,83393.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463147,Novartis Pharmaceuticals,Tw:Balance Sheet,Pharmacy Issues & Receipts,44079.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463178,Portsmouth Hospitals Trust,Tw:Balance Sheet,Pharmacy Issues & Receipts,35420.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463221,Hologic Uk Ltd,Ed:Breast Screening-Kit Celbss,Radiology Equipment,174000.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1463258,Keltbray Demolition & Civil Eng.,Tw:Nightingale Ward (Excel),Engineering Contracts,594615.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1464165,Bristol-Myers Squibb Pharmaceuticals Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,61612.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1464219,Eumedica Sa,Tw:Balance Sheet,Pharmacy Issues & Receipts,34815.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,1464432,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet,Pharmacy Issues & Receipts,28800.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,16616,Pierre Fabre Oncology,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,33386.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,16682,Alliance Healthcare (Distribution) Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,49165.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,16928,Alcura Uk Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,43910.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,16947,Janssen-Cilag Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,25224.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,17117,Otsuka Pharmaceutical Europe Ltd,Tw:Balance Sheet-Dispen. Serv,Pharmacy Issues & Receipts,37695.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,2771,Integrated Health Projects,Tw:Chase Farm Construction,Ic Building Contracts,27217.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,2772,Universal Sealants (Uk) Ltd,Ch:Mscp Refurbishment,Ic Building Contracts,214221.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,01/07/2020,2834,Cbre Managed Services Ltd,Tw:Estates Maintenance,Msse Maintenance Contracts,55694.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1389543,Ge Capital Equipment Finance Ltd,Rf:Radiology,Msse Lease Charges,32484.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1392657,Ge Capital Equipment Finance Ltd,Rf:Radiology,Msse Lease Charges,32484.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1454087,Cairn Research Ltd,Rf:Special Trustees Recharge,Laboratory Equipment,29845.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1456845,Ge Capital Equipment Finance Ltd,Rf:Radiology,Msse Lease Charges,32484.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1457303,Varian Medical Systems Ltd,Rf:Radiotherapy Physics,Msse Maintenance Contracts,172478.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1457708,Ash Corporate Finance (Hampstead) Ltd,Rf:Estates & Facilities Direct,Insurance Costs,35577.0,ROYF 01-03 - April - June.csv,1,Department of Health
Royal Free London NHS Foundation Trust,03/07/2020,1458341,B Braun Medical,Rf:Covoid19 Equipments,Med&Surg Equipment,39000.0,ROYF 01-03 - April - June.csv,1,Department of Health
