ccg,date,expensearea,expensetype,supplier,transactionnumber,amount,file,negative,exepnsearea
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,TUDOR HOUSE MEDICAL CENTRE,34661056,6131.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,TUDOR HOUSE MEDICAL CENTRE,34661056,6135.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR GELLERT & PARTNERS,34660231,6267.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR DE KARE SILVER & PTNRS,34660223,6310.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR DE KARE SILVER & PTNRS,34660223,6620.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS PCO Locum Adop/Pat/Mat,DR A SELWYN & PARTNERS,34660215,6658.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR R RASOOLY,34660256,6766.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME - GMS GP Prior Year ERs,DR P JAGADAMBE & DR KHURJEKAR,34680292,6904.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Prior Year EEs,DR P JAGADAMBE & DR KHURJEKAR,34680292,6961.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,MAPESBURY MEDICAL GROUP,34664296,7013.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs Adjustments,SUDBURY & ALPERTON MEDICAL,34660287,7053.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Growth,DR E KONG & C EVBUOMWAN,34660225,7181.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR A SELWYN & PARTNERS,34660215,7216.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR E KONG & C EVBUOMWAN,34660225,7254.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,DR KAMAL & PARTNERS,34660243,7285.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,SUDBURY & ALPERTON MEDICAL,34660287,7513.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,HAZELDENE MEDICAL CENTRE,34660277,7537.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,7676.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR M M BAYER & PARTNERS,34680290,7681.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,PARK ROYAL MEDICAL PRACTICE,34680298,7744.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR AM BURCH & PARTNERS,34660221,7758.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,BALANCE SHEET,Apprenticeship Levy Payable,HMRC,34577540,7814.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Healthcentre Rent,DR C NOTANEY & PARTNERS,34660217,7816.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,BALANCE SHEET,Income tax <1Yr-Student Loans,HMRC,34577540,7902.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,HAZELDENE MEDICAL CENTRE,34660277,8014.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,PRESTON MEDICAL CENTRE,34664298,8144.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,CHC ADULT FULLY FUNDED,Cont Care-Physical Disab (<65),ACTIVE ASSISTANCE,34750563,8156.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR CHANDRASEKARA & PARTNERS,34660227,8158.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR KAMAL & PARTNERS,34660243,8166.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR KRAUS & PTNRS,34660248,8428.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,STAG LANE MEDICAL CENTRE,34661062,8760.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,HARROW ROAD SURGERY WEMBLEY,34660273,8829.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR J KELLERMANN & PARTNERS,34660233,9057.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR JS PATEL & PARTNERS,34660239,9135.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,9191.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,STAG LANE MEDICAL CENTRE,34661062,9348.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS DES Extended Hours Access,DR TATE & PARTNERS,34660271,9356.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR P C MEHTA & DR S P MEHTA,34660252,9468.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR DE KARE SILVER & PTNRS,34660223,9471.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS PCN DES PCN support,DR TATE & PARTNERS,34660271,9678.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,DR P JAGADAMBE & DR KHURJEKAR,34680292,9730.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs Adjustments,DR P JAGADAMBE & DR KHURJEKAR,34680292,9811.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR T PRADHAN & PARTNERS,34660269,9851.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR CHANDRASEKARA & PARTNERS,34660227,9875.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,10466.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension ERs Adjustments,STAG LANE MEDICAL CENTRE,34661062,10535.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,HAZELDENE MEDICAL CENTRE,34660277,11141.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS QOF Aspiration,DR A SELWYN & PARTNERS,34660215,11167.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,STAG - HOLLYROOD PRACTICE,34660281,11401.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR M M BAYER & PARTNERS,34680290,11650.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,DR P C MEHTA & DR S P MEHTA,34660252,12398.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS QOF Aspiration,DR ABRAHAMS & PARTNERS,34660213,12649.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-GMS Cost of Drugs -Prescribing,DR C NOTANEY & PARTNERS,34660217,13064.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,ME-GMS GP Pension EEs,STAG LANE MEDICAL CENTRE,34661062,13138.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR KRAUS & PTNRS,34660248,13230.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Prem Notional Rent,DR GELLERT & PARTNERS,34660231,14762.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,LOCAL ENHANCED SERVICES,C&M-PMS Cost of Drugs -Prescribing,DR A SELWYN & PARTNERS,34660215,15681.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR TATE & PARTNERS,34660271,16339.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR AL KROTOSKY & PTNRS,34660219,21567.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR PV KUMAR (GMS),34660265,23876.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,IM&T,Computer Maintenance,CISILION LTD,34619880,23934.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Prem Healthcentre Rent,WEMBLEY PRACTICE (THE),34680297,24147.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666938,25731.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Notional Rent,DR AL KROTOSKY & PTNRS,34660219,25883.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,FUNDED NURSING CARE,Cont Care-Funded Nursing Care Allow,CARE UK COMMUNITY PARTNERSHIPS LTD,34650877,27614.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Additional Staff Payments,HARROW ROAD SURGERY WEMBLEY,34660273,28297.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,TUDOR HOUSE MEDICAL CENTRE,34661056,28528.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,PRESTON MEDICAL CENTRE,34664298,30911.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,GENERAL RESERVE - PROGRAMME,Clinical&Medical-Commercial Sector,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,34666927,31765.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,HILLTOP MEDICAL PRACTICE,34660275,32219.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR PB PATEL,34660263,33397.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,STAG LANE MEDICAL CENTRE,34661062,33842.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,SMS MEDICAL PRACTICE,34660279,35026.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,DMC HEALTHCARE LTD,34546041,36166.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PLANNED CARE,Clinical&Medical-Voluntary Sector,MARIE STOPES INTERNATIONAL,34546147,36323.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,BRAMPTON HEALTH CENTRE,34660283,36738.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR P CHATLANI,34680291,37195.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,HARROW ROAD SURGERY WEMBLEY,34660273,37784.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR CHANDRASEKARA & PARTNERS,34660227,38212.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR M A KHAN & PARTNERS LONDON,34660250,38253.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR P JAGADAMBE & DR KHURJEKAR,34680292,39072.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,IM&T,Computer Maintenance,CISILION LTD,34497233,41019.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,IM&T,Computer Maintenance,CISILION LTD,34497230,41180.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,CHC ADULT FULLY FUNDED,Cont Care- Palliative Care,ST LUKES HOSPICE,34580072,42362.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR AL KROTOSKY & PTNRS,34660219,42407.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,LANCELOT MEDICAL CENTRE,34660289,42558.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR K N BALAN,34660241,43788.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR P C MEHTA & DR S P MEHTA,34660252,43961.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR JS PATEL & PARTNERS,34660239,44710.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666910,44856.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,COMMUNITY SERVICES,Clinical&Medical-Commercial Sector,K&W HEALTHCARE LTD,34666930,46203.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR ZN NAJIM,34660267,46545.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666900,46822.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,STAG - HOLLYROOD PRACTICE,34660281,48093.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,CHALKHILL FAMILY PRACTICE,34660285,48888.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR RAMDAHEN & PARTNERS,34680293,48944.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,MENTAL HEALTH CONTRACTS,Hcare Srv Rec NHS Trust-Contract Baseline,WEST LONDON NHS TRUST,34571964,49214.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,ACUTE COMMISSIONING,Clinical&Medical-Commercial Sector,GLOBAL DIAGNOSTICS LTD,34666942,49292.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,KING`S COLLEGE HOSPITAL NHS FOUNDATION TRUST,34571953,51379.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR J KELLERMANN & PARTNERS,34660233,51540.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666903,53392.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR M M BAYER & PARTNERS,34680290,53901.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Rates,DR ABRAHAMS & PARTNERS,34660213,54554.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666916,55451.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,GENERAL RESERVE - PROGRAMME,Cont Care-Physical Disab (<65),ACTIVE ASSISTANCE,34750563,56677.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666908,57129.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,HOSPICES,Clinical&Medical-Voluntary Sector,ST LUKES HOSPICE,34532406,57916.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Water Rates,DR ABRAHAMS & PARTNERS,34660213,57992.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,"TRUST
WEST HERTFORDSHIRE HOSPITALS NHS TRUST",34571963,58053.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,BALANCE SHEET,Payments received on account <1Yr,BMI HEALTHCARE LTD,34770397,58396.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR REDRADO & PARTNERS,34660261,58888.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Prem Actual Rent,DR ABRAHAMS & PARTNERS,34660213,59284.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR KRAUS & PTNRS,34660248,59489.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR J SALINSKY & PTNRS,34660235,59746.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR KAMAL & PARTNERS,34660243,60508.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR JAYAKUMAR & PARTNER,34660237,61385.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,MENTAL HEALTH CONTRACTS,Hcare Srv Rec NHS Trust-Contract Baseline,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,34571945,61756.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR E KONG & C EVBUOMWAN,34660225,62964.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR DE KARE SILVER & PTNRS,34660223,63283.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,GENERAL RESERVE - PROGRAMME,Hcare Srv Rec Fdtn Trust-Contract Baseline,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,34546034,63604.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,SUDBURY & ALPERTON MEDICAL,34660287,64255.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR C NOTANEY & PARTNERS,34660217,66829.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR TATE & PARTNERS,34660271,67808.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR AM BURCH & PARTNERS,34660221,67844.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,MAPESBURY MEDICAL GROUP,34664296,68343.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec Fdtn Trust-Contract Baseline,HILLINGDON HOSPITALS NHS FOUNDATION TRUST,34571960,69007.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,Professional Fees,HORIZON CARE SOLUTIONS LTD,34634567,70000.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,SAFEGUARDING,Clinical&Medical-Othe Public Sector,LONDON BOROUGH OF BRENT,34740583,70900.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,FREUCHEN MEDICAL CENTRE,34661059,72278.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR R RASOOLY,34660256,73010.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-PMS Contract Value,DR GELLERT & PARTNERS,34660231,73776.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,MENTAL HEALTH CONTRACTS,Hcare Srv Rec Fdtn Trust-Contract Baseline,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,34571947,81340.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,WHEELCHAIR SERVICE,Clinical&Medical-Commercial Sector,AJ MOBILITY LTD,34532050,81478.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-APMS Prem Healthcentre Rent,BURNLEY PRACTICE (AT MEDICS LTD),34680295,81735.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,WEMBLEY PARK DRIVE MEDICAL CENTRE,34680294,83118.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,ACUTE COMMISSIONING,Hcare Srv Rec NHS Trust-Contract Baseline,WHITTINGTON HOSPITAL NHS TRUST (THE),34571961,95183.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,PRC DELEGATED CO-COMMISSIONING,C&M-GMS Global Sum,DR RAMDAHEN & PARTNERS,34680293,101409.0,NWBR 08 - November.pdf.csv,1,
NHS Brent CCG,30/11/2020,RECHARGES NHS PROPERTY SERVICES LTD,Non-PFI Oprtng Lease-Bldgs-Lease Rent,NHS PROPERTY SERVICES LTD,34666907,103605.0,NWBR 08 - November.pdf.csv,1,
