Department,Entity,Date,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A OKONMAH & PARTNERS,"66,940.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HAMPTON HILL MEDICAL CENTRE,"67,462.25"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"67,673.68"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CANBURY MEDICAL CENTRE,"68,634.30"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CLAREMONT MEDICAL CENTRE SURBITON,"69,158.46"
Department of Health,NHS South West London CCG,31/07/2020,Other Gen Supplies & Srv,PRIMARY CARE DEVELOPMENT,RICHMOND GENERAL PRACTICE ALLIANCE LTD,"69,646.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M N PATEL & PARTNERS,"69,721.27"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec NHS Trust,COMMUNITY SERVICES,CROYDON HEALTH SERVICES NHS TRUST,"72,072.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR AYUB & PARTNERS,"73,371.63"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADDINGTON MEDICAL PRACTICE,"73,681.79"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ST JAMES MEDICAL CENTRE CROYDON,"73,768.31"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ROBERTSON & PARTNERS,"75,146.22"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,PRIORS COURT SERVICES LTD,"75,153.65"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR RODRIGUES & PARTNERS,"77,488.09"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR JOHNSON & PARTNERS LONDON,"77,543.95"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,M G DURHAM,"77,746.03"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR W H BARCLAY & PARTNERS,"78,234.78"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,GP FORWARD VIEW,CROYDON CEPN,"78,593.53"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,NHS 111,VOCARE LTD,"78,994.60"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,C J ELLIOTT,"80,104.63"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR FLOOD & PARTNERS,"80,427.44"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,YORK MEDICAL PRACTICE,"81,566.41"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,CONNECT HEALTH LTD,"82,117.20"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR BOTTING & PARTNERS,"83,420.12"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,H S KOONER,"83,810.09"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,SELSDON PARK MEDICAL PRACTICE,"84,049.53"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,J GRANNELL,"84,293.65"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PORTLAND MEDICAL CENTRE,"84,706.88"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LUCKETT & PARTNERS,"85,281.87"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR I D R HARPER & PARTNERS,"85,977.18"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,DR ALLEN & PARTNERS LONDON,"86,269.38"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,C J D PEACH,"87,010.36"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,PENROSE,"87,292.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,R S A SEYAN,"87,750.57"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LAVENDER HILL GROUP PRACTICE,"87,762.75"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"88,343.84"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,C RIBEIRO,"88,442.70"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CRICKET GREEN MEDICAL PRACTICE,"88,778.80"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,D H GORDON,"89,176.76"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,LEWIS & PARTNERS,"89,246.60"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEAM FAMILY PRACTICE,"89,251.70"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"89,496.59"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,"90,533.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CHS HEALTHCARE,"91,507.55"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,CHS HEALTHCARE,"91,507.55"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M F JOHNSON & PARTNERS,"92,123.46"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"92,618.55"
Department of Health,NHS South West London CCG,31/07/2020,FM Computer Contracts,PRIMARY CARE IT,YOUR HEALTHCARE CIC,"92,794.50"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PARKWAY H C,"94,533.16"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHARTFIELD SURGERY,"94,985.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ELLIOTT GRICE & PARTNERS,"95,362.60"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR SIVATHASAN & PARTNERS,"97,029.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-APMS Contract Value,PRC DELEGATED CO-COMMISSIONING,THORNTON ROAD SURGERY,"98,475.07"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,KINGSTON HEALTH CENTRE,"98,548.40"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEAM GP CENTRE,"100,509.05"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,LONG TERM CONDITIONS,BATTERSEA HEALTHCARE CIC,"100,632.91"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR M A WHITEHEAD & PARTNERS,"101,448.16"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,H R LINGS,"101,653.45"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,OXLEAS NHS FOUNDATION TRUST,"102,600.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"102,956.21"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CENTRAL SURGERY,"103,815.29"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CARE UK (PRIMARY CARE) LTD,"104,388.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,CARE UK (PRIMARY CARE) LTD,"104,388.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,GP FORWARD VIEW,BATTERSEA HEALTHCARE CIC,"104,583.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR GIBBS & PARTNERS LONDON,"105,478.71"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,COLLABORATIVE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"105,853.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PARCHMORE MEDICAL CENTRE,"106,344.87"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BATES & PARTNERS RICHMOND,"107,536.35"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,LAMBTON ROAD MEDICAL PRACTICE,"110,303.84"
Department of Health,NHS South West London CCG,31/07/2020,Soc Care-Other Soc Care,REABLEMENT,ROYAL BOROUGH OF KINGSTON UPON THAMES,"110,814.31"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR A GALLOWAY & PARTNERS,"111,354.94"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,EAST BERKSHIRE PRIMARY CARE(OOHS),"112,443.27"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,KESTON HOUSE MEDICAL PRACTICE,"112,531.34"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,WEST LONDON NHS TRUST,"114,700.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR P BOFFA & PARTNERS,"115,043.33"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BALHAM PARK SURGERY,"116,756.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR P W NEWLANDS & PARTNERS,"117,734.21"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR S A BOBAK,"118,958.20"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,LEARNING DIFFICULTIES,YOUR HEALTHCARE CIC,"119,533.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR I M WILSON,"120,424.61"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,"120,773.00"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF RICHMOND,"121,209.27"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,LONG TERM CONDITIONS,BATTERSEA HEALTHCARE CIC,"122,634.91"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,V M BEARN,"123,242.03"
Department of Health,NHS South West London CCG,31/07/2020,Professional Fees,GP FORWARD VIEW,CROYDON GP COLLABORATIVE LTD,"123,890.67"
Department of Health,NHS South West London CCG,31/07/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,JEZIERSKI & PARTNERS,"124,089.65"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NCAS/OATS,ASHFORD & ST PETERS HOSPITALS NHSFT,"124,892.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"127,039.12"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHURCHILL MEDICAL CENTRE,"127,355.95"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"128,106.02"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,EAST CROYDON MEDICAL CENTRE,"131,460.63"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,CONNECT HEALTH LTD,"137,087.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,LEWISHAM & GREENWICH NHS TRUST,"137,100.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,LONDON BOROUGH OF CROYDON EQUIPMENT SERVICES,"139,491.60"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,"139,800.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"143,302.51"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,CHILDREN SERVICES,LINDEN LODGE SCHOOL,"147,324.75"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,PALLIATIVE CARE,ST CHRISTOPHERS HOSPICE,"149,000.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR E KATAY & PARTNERS,"149,885.53"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - ADULTS,ROYAL BOROUGH OF KINGSTON UPON THAMES,"152,646.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,COMMISSIONING SCHEMES,BATTERSEA HEALTHCARE CIC,"162,685.23"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,COMMISSIONING SCHEMES,BATTERSEA HEALTHCARE CIC,"162,685.23"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ST RAPHAELS HOSPICE,"162,778.32"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,"166,400.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,LONDON NORTH WEST HEALTHCARE NHS TRUST,"168,500.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,COMMISSIONING SCHEMES,BATTERSEA HEALTHCARE CIC,"171,083.34"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Not For Profit,COMMISSIONING SCHEMES,BATTERSEA HEALTHCARE CIC,"171,083.34"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,ROYAL FREE LONDON NHS FOUNDATION TRUST,"173,500.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,PUTNEYMEAD GROUP MEDICAL PRACTICE,"174,570.60"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"185,044.74"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,COLLABORATIVE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"185,478.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,"225,300.00"
Department of Health,NHS South West London CCG,31/07/2020,Other Gen Supplies & Srv,PRIMARY CARE DEVELOPMENT,KINGSTON GP CHAMBERS,"238,498.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,PALLIATIVE CARE,ROYAL TRINITY HOSPICE,"239,868.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,ASHFORD & ST PETERS HOSPITALS NHSFT,"243,200.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"244,099.70"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"259,984.82"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,"264,800.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Voluntary Sector,HOSPICES,ROYAL TRINITY HOSPICE,"264,879.62"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,COLLABORATIVE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"279,387.00"
Department of Health,NHS South West London CCG,31/07/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,DR FREEMAN & PARTNERS,"280,008.97"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF SUTTON,"286,962.00"
Department of Health,NHS South West London CCG,31/07/2020,Hlthcre-Foundation Trsts,COLLABORATIVE COMMISSIONING,ROYAL MARSDEN NHS FOUNDATION TRUST (THE),"288,403.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"288,515.05"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,EAST LONDON NHS FOUNDATION TRUST,"339,900.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,CAMDEN & ISLINGTON NHS FOUNDATION TRUST,"341,600.00"
Department of Health,NHS South West London CCG,31/07/2020,Clinical&Medical-Independent Sector,NHS 111,VOCARE LTD,"394,973.00"
Department of Health,NHS South West London CCG,31/07/2020,Hcare Srv Rec Fdtn Trust-Prior Year,NON RECURRENT PROGRAMMES,ST GEORGES UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,"400,000.00"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,LONDON BOROUGH OF SUTTON,"424,281.45"
Department of Health,NHS South West London CCG,31/07/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,ROYAL BOROUGH OF KINGSTON UPON THAMES,"433,325.00"
Department of Health,NHS South West London CCG,31/07/2020,Miscellaneous Expenditure (L9),ACUTE COMMISSIONING,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,"449,400.00"
