Department Family,Entity,Date,Expsene Type,Expense Area,Supplier,Transaction Number,Amount
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,COMMISSIONING ? NON ACUTE,BEXLEY COUNCIL,32800052,44376.83
Department of Health,CCG,30/06/2020,Cont Care?Learning Disab(<65),CHC ADULT FULLY FUNDED,YOUNG EPILEPSY,32898367,44454.66
Department of Health,CCG,30/06/2020,External Consultancy Fees,COMMISSIONING PROGRAMME PROJECTS,EVALUCOM CONSULTING LTD,32575009,44500
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,COLLABORATIVE COMMISSIONING,BEEAKTIVE CARE LTD,32777763,44522.41
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,THAMESMEAD MEDICAL ASSOCIATES,32690207,44565.82
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ALL SAINTS MEDICAL CENTRE,32690163,44696.77
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,LISTER HEALTH CENTRE DR ARUMUGARAASAH & RATNESWAREN,32690075,44752.79
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,LAKESIDE MEDICAL,32690196,44765.02
Department of Health,CCG,30/06/2020,Computer Software/License,CLINICAL ASSESSMENT AND TREATMENT CENTRES,EXPONENTIAL?E LTD,32896918,44849.99
Department of Health,CCG,30/06/2020,Clinical&Medical?Voluntary Sector,MATERNITY SERVICES,MARIE STOPES INTERNATIONAL,32619827,45173.76
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,32727047,45200
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,PRIMARY CARE INVESTMENTS,ALBION SURGERY,32959072,45203.11
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,NEXUS HEALTH GROUP,32690144,45220.18
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,FORGE CLOSE SURGERY,32768083,45270.44
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,CHILD AND ADOLESCENT MENTAL HEALTH,CORE ASSETS CHILDRENS SERVICES LTD,32759469,45300
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR MASTERTON & PARTNERS,32674505,45445.97
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector ? Prior Year,COMMISSIONING SCHEMES,STREATHAM HIGH PRACTICE,32816474,45647
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,NEW MILL STREET SURGERY,32666212,46002.68
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,PARKVIEW SURGERY LONDON,32820036,46032.84
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,MID AND SOUTH ESSEX FOUNDATION TRUST,32727044,46100
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector ? Prior Year,PROGRAMME PROJECTS,ST JOHN AMBULANCE,32800091,46280
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,SURGERY BROMLEY,32768117,46785.87
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,CONCORDIA MELBOURNE GROVE,32690021,46923.61
Department of Health,CCG,30/06/2020,Clinical&Medical?Commercial Sector,NCAS/OATS,HURLEY GROUP,32946773,47000
Department of Health,CCG,30/06/2020,Cont Care?Physical Disab (<65),CHC ADULT FULLY FUNDED,BRITISH HOME & HOSPITAL,32778078,47024.73
Department of Health,CCG,30/06/2020,Cont Care?Funded Nursing Care Allow,FUNDED NURSING CARE,HC ONE LTD,32627035,47212.8
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,NIGHTINGALE SURGERY LONDON,32666213,47356.42
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ROSENDALE SURGERY,32690100,47395.51
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,QUAY HEALTH SOLUTIONS CIC,32690159,47449.53
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,STERNHALL LANE SURGERY,32690109,47459.31
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector ? Prior Year,ACUTE COMMISSIONING,BMI HEALTHCARE LTD,32914860,47637.15
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,HILLY FIELDS MEDICAL CENTRE,32690064,47800.5
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ST JAMES PRACTICE,32768123,47901.88
Department of Health,CCG,30/06/2020,Clinical&Medical?Commercial Sector,COMMUNITY SERVICES,BOOTS UK LTD,32826450,47916.67
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,WOODLAND SURGERY LONDON,32690215,47963
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DOWNHAM FAMILY MEDICAL PRACTICE,32690031,48143.48
Department of Health,CCG,30/06/2020,C&M?APMS Prem Actual Rent,PRC DELEGATED CO?COMMISSIONING,QUEENS ROAD SURGERY LONDON,32690098,48173
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BARNARD PRACTICE,32668617,48840.29
Department of Health,CCG,30/06/2020,C&M?PMS Prem Rates,PRC DELEGATED CO?COMMISSIONING,HURLEY CLINIC,32690069,48846.79
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ELTHAM PALACE SURGERY,32690192,49119.58
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,WHITTINGTON HOSPITAL NHS TRUST (THE),32727190,49200
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,PARK MEDICAL CENTRE LONDON,32690090,49337.66
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,MALLING HEALTH (UK) LTD CLOVER,32690223,49404.72
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,PENROSE GROUP KINGFISHER MEDICAL CENTRE,32807153,49405.05
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,CORNER SURGERY,32690025,49418.87
Department of Health,CCG,30/06/2020,Clinical&Medical?Commercial Sector,MENTAL HEALTH SERVICES ? OTHER,MIND IN BEXLEY,32927909,49475
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,SURREY AND SUSSEX HEALTHCARE NHS TRUST,32727162,49600
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR MOSTAFA M A,32690181,49738.76
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,PRIMARY CARE INVESTMENTS,LAKESIDE MEDICAL,32797964,49800.23
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR SK PATEL & PARTNERS,32690188,49851.96
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,ELTHAM MEDICAL PRACTICE,32690191,50097.72
Department of Health,CCG,30/06/2020,Clinical&Medical?Not For Profit,ACUTE COMMISSIONING,MARIE STOPES INTERNATIONAL,32869636,50213.5
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,DR MCINTYRE & PARTNERS,32690180,50228.6
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,TUDOR WAY SURGERY,32768128,50411.55
Department of Health,CCG,30/06/2020,Income tax <1Yr,BALANCE SHEET,HMRC,32768863,50554
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR GERA & PARTNER,32690177,50659.6
Department of Health,CCG,30/06/2020,C&M?APMS Contract Value,PRC DELEGATED CO?COMMISSIONING,EDITH CAVELL PRACTICE,32690045,50664.72
Department of Health,CCG,30/06/2020,Income tax <1Yr,BALANCE SHEET,HMRC,32768865,50853
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,PENROSE LEE SURGERY,32690093,51102.8
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,EXCHANGE SURGERY,32690047,51318.54
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,STREATHAM HIGH PRACTICE,32690114,51463.32
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,WHEELCHAIR SERVICE,BEXLEY COUNCIL,32800037,51466.67
Department of Health,CCG,30/06/2020,Hcare Srv Rec NHS Trust?Non Contract,PATIENT TRANSPORT,LEWISHAM & GREENWICH NHS TRUST,32797529,51596.05
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,COMMUNITY SERVICES,PHYSIOLOGICAL MEASUREMENTS LTD,32608856,51699.6
Department of Health,CCG,30/06/2020,Computer Software/License,CLINICAL ASSESSMENT AND TREATMENT CENTRES,EXPONENTIAL?E LTD,32896928,51750
Department of Health,CCG,30/06/2020,Miscellaneous Expenditure (L9),CLINICAL ASSESSMENT AND TREATMENT CENTRES,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,32582963,51987.5
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,PLAS MEDDYG SURGERY,32820093,52249.29
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,GREEN ST GREEN MEDICAL CENTRE,32768086,52500.91
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,MALLING HEALTH (UK) LTD CLOVER,32690223,52554.98
Department of Health,CCG,30/06/2020,Hcare Srv Rec NHS Trust?Prior Year,ACUTE COMMISSIONING,EPSOM & ST HELIER UNIVERSITY HOSPITALS NHS TRUST,32855703,52579
Department of Health,CCG,30/06/2020,C&M?PMS QOF Aspiration,PRC DELEGATED CO?COMMISSIONING,SIDCUP MEDICAL CENTRE,32668639,52672.49
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ALBION SURGERY,32668619,53021.11
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,PICKHURST SURGERY,32753676,53200.55
Department of Health,CCG,30/06/2020,Income tax <1Yr,BALANCE SHEET,HMRC,32768857,53326.4
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DEPTFORD SURGERY,32666200,53503.27
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,GARDENS SURGERY,32666205,53511.15
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,COMMUNITY SERVICES,BRIDGES HEALTHCARE PDU LTD,32855835,53692.65
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,BELMONT HILL SURGERY,32666195,53706.46
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector ? Prior Year,ACUTE COMMISSIONING,BMI HEALTHCARE LTD,32914777,53816.46
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DULWICH MEDICAL CENTRE CHADWICK ROAD,32666204,53992.81
Department of Health,CCG,30/06/2020,C&M?GMS Prem Healthcentre Rent,PRC DELEGATED CO?COMMISSIONING,KNIGHTS HILL SURGERY,32807151,54296.81
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,VESTA ROAD SURGERY,32666223,54477.89
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,PARK GROUP PRACTICE,32768144,54650.96
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,CONCORDIA PARKSIDE,32690023,54853.79
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,GREENBROOK HEALTHCARE (HOUNSLOW) LTD,32855561,54898.86
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,ELM HOUSE SURGERY,32768068,54974.05
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,32727039,55100
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,32727134,55300
Department of Health,CCG,30/06/2020,Income tax <1Yr,BALANCE SHEET,HMRC,32768855,55326.61
Department of Health,CCG,30/06/2020,Rent,ESTATES AND FACILITIES,BEXLEY COUNCIL,32927601,55430.4
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,SPRINGFIELD MEDICAL CENTRE,32690107,55663.98
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,COLLABORATIVE COMMISSIONING,BEEAKTIVE CARE LTD,32778142,55923.73
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,STREATHAM HILL GROUP PRACTICE,32690116,56183.7
Department of Health,CCG,30/06/2020,National Insurance < 1 yr?NI?EES,BALANCE SHEET,HMRC,32758497,56728.52
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION,32727084,56900
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,WHEELCHAIR SERVICE,BEXLEY COUNCIL,32800044,56916.67
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,MODALITY PARTNERSHIP,32690157,57162.27
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,KNOLL MEDICAL PRACTICE,32753673,57300.81
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,PAXTON GREEN PRACTICE,32666216,57481.33
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,WINTER RESILIENCE,BEXLEY COUNCIL,32764247,57500
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,WINTER RESILIENCE,IMMEDICARE LLP,32826221,57600
Department of Health,CCG,30/06/2020,Income tax <1Yr,BALANCE SHEET,HMRC,32768864,57744.8
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,HHR MEDICAL PRACTICE,32666209,57861.32
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ABBEY WOOD SURGERY,32690167,58214.89
Department of Health,CCG,30/06/2020,Service Charge,RECHARGES NHS PROPERTY SERVICES LTD,COMMUNITY HEALTH PARTNERSHIPS LTD,32869494,58457.09
Department of Health,CCG,30/06/2020,Hlthcre?Foundation Trsts,MENTAL HEALTH CONTRACTS,OXLEAS NHS FOUNDATION TRUST,32681166,59109.91
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,DR BR JACOBS,32820015,59189.95
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,TRIVENI PMS,32690208,59233.73
Department of Health,CCG,30/06/2020,Clinical&Medical?Voluntary Sector,MATERNITY SERVICES,MARIE STOPES INTERNATIONAL,32953933,59248.74
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,VILLA STREET MEDICAL CENTRE,32690125,59258.64
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,EDEN PARK SURGERY,32768065,59386.13
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,BECKETT HOUSE PRACTICE,32689996,59427.46
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR BRADFORD & PARTNERS,32690033,59996.9
Department of Health,CCG,30/06/2020,Clinical&Medical?Voluntary Sector,HOSPICES,GREENWICH & BEXLEY COMMUNITY HOSPICE,32608785,60000
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,BINFIELD ROAD SURGERY,32666196,60381.99
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,NORTHWOOD GROUP PRACTICE,32690151,60546.97
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,WOOLSTONE MEDICAL CENTRE,32690140,60944.14
Department of Health,CCG,30/06/2020,Hcare Srv Rec Fdtn Trust?Non Contract,ACUTE COMMISSIONING,CENTRAL & NORTH WEST LONDON NHS FOUNDATION TRUST,32727056,61200
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR BHADRA & DR PADIYAR PARTNERS TA RIVERSIDE SURGERY,32690222,61315.1
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,PALACE ROAD SURGERY,32666215,61488.62
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,CORNERWAYS SURGERY BECKENHAM,32753665,61492.19
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,SYDENHAM GREEN GROUP PRACTICE,32690119,61612.74
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ELM LODGE SURGERY,32666203,62441.36
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DULWICH MEDICAL CENTRE CRYSTAL PALACE,32690053,62561.96
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,THAMESMEAD HEALTHCARE CENTRE,32690221,63078.48
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,VASSALL MEDICAL CENTRE,32690129,63121.64
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,COMMUNITY SERVICES,BEXLEY COUNCIL,32764239,63166.66
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR PATEL & PARTNERS,32666202,63657.58
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,SOUTH LAMBETH ROAD PRACTICE,32666218,63735.2
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR RATNESWAREN N,32690183,63751.67
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,SIDCUP MEDICAL CENTRE,32668639,63753.29
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,BLACKFRIARS MEDICAL PRACTICE,32690010,64113.53
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,DR SHARMA & PARTNERS ERITH,32690187,64274.14
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,WESTWOOD SURGERY,32690211,64312.24
Department of Health,CCG,30/06/2020,Clinical&Medical?Commercial Sector,NCAS/OATS,HURLEY GROUP,32855179,64560
Department of Health,CCG,30/06/2020,Hcare Srv Rec Oth?NHS,WHEELCHAIR SERVICE,INSPIRE COMMUNITY TRUST,32953954,65000.4
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ERINGTON AT THE PAVILION,32690050,65262.41
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,POVEREST MEDICAL CENTRE,32768103,65815.37
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,CRAYFORD TOWN SURGERY,32806051,66062.16
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ADDINGTON ROAD SURGERY,32768030,66098.02
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,NEW ELTHAM MC DR ARORA,32690224,66399.11
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,ONE HEALTH LEWISHAM (SAS),32898136,66760.05
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,ST MARKS MEDICAL CENTRE,32690205,67266.85
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,VALE SURGERY,32666222,67668.47
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,MORDEN HILL SURGERY,32690079,67858.94
Department of Health,CCG,30/06/2020,IT(Owned)?Cost?Addns?Purch Assets,BALANCE SHEET,CDW,32917969,67881
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,WOODLANDS PRACTICE,32768136,68752.25
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,PROGRAMME PROJECTS,GREATER LONDON AUTHORITY,32800233,69000
Department of Health,CCG,30/06/2020,Computer Network Costs,GP FORWARD VIEW,ECONSULT HEALTH LTD,32681495,69218.86
Department of Health,CCG,30/06/2020,C&M?GMS Global Sum,PRC DELEGATED CO?COMMISSIONING,BROMLEY COMMON PRACTICE,32768139,69317.77
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,BROCKWELL PARK,32690015,69342.48
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,HETHERINGTON GROUP PRACTICE,32666208,69464.01
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,PRIMARY CARE DEVELOPMENT,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,32826364,69878
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,PRIMARY CARE DEVELOPMENT,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,32826370,69878
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,PRIMARY CARE DEVELOPMENT,BEXLEY HEALTH NEIGHBOURHOOD CARE CIC,32826373,69878
Department of Health,CCG,30/06/2020,Clinical&Medical?Independent Sector,COMMUNITY SERVICES,NORTHWOOD GROUP PRACTICE,32948021,70062.5
Department of Health,CCG,30/06/2020,C&M?PMS QOF Achievement,PRC DELEGATED CO?COMMISSIONING,BEXLEY MEDICAL GROUP,32690172,70212.3
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,STATION ROAD SURGERY SIDCUP,32690203,70612.12
Department of Health,CCG,30/06/2020,Clinical&Medical?Not For Profit,ACUTE COMMISSIONING,BPAS,32742270,70964.84
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,WOODLANDS IN SIDCUP,32690217,71258.21
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,GREENWICH PENINSULA,32690218,71289.36
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,CHELSFIELD SURGERY,32768044,71956.51
Department of Health,CCG,30/06/2020,C&M?PMS Contract Value,PRC DELEGATED CO?COMMISSIONING,WOODLANDS HEALTH CENTRE LONDON,32690138,72164.77
Department of Health,CCG,30/06/2020,Clinical&Medical?Othe Public Sector,LEARNING DIFFICULTIES,BEXLEY COUNCIL,32800055,72250
