Department Family,Entity,Expense Type,Expense Area,Supplier,Amount
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS DES Violent Patients,PRC DELEGATED CO-COMMISSIONING,35293893,"18,018.00"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Clin Pharmacist,PRC DELEGATED CO-COMMISSIONING,35293893,"5,251.38"
Department of Health,NHS South East London CCG31/01/2021,C&M-APMS PCN DES Soc Prescribing,PRC DELEGATED CO-COMMISSIONING,35293893,"48,962.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,35293893,"17,104.56"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,35293893,"8,481.60"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES PCN support,LOCAL ENHANCED SERVICES,35293893,"9,984.75"
Department of Health,NHS South East London CCG31/01/2021,,,35300356,"25,000.00"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,35300450,"29,921.76"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,35300497,"43,216.48"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - NOT CONTRACTED ACTIVITY,35300635,"41,822.40"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Othe Public Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,35300966,"1,856,000.00"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,CHILD AND ADOLESCENT MENTAL HEALTH,35302632,"39,500.00"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,HOSPICES,35302675,"207,762.25"
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,HOSPICES,35302680,"135,067.56"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Additional Staff Payments,PRC DELEGATED CO-COMMISSIONING,35307320,"2,229.58"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,35307320,"52,279.76"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35307320,"6,267.04"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,35307320,"6,094.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35307320,"2,039.81"
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,35307320,680
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,,,35307320
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS QOF Aspiration,,,35307320
Department of Health,NHS South East London CCG31/01/2021,C&M- PCN DES CARE HOME PREMIUM,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SURGERY BIGGIN HILL,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS DES Extended Hours Access,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Clin Pharmacist,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Clinical Director,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES PCN support,LOCAL ENHANCED SERVICES,SURGERY BIGGIN HILL,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Soc Prescribing,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,,,35307321
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,,,35307321
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,HOSPICES,ST CHRISTOPHERS HOSPICE,35315142
Department of Health,NHS South East London CCG31/01/2021,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,FAIRLIE HOUSE,35315230
Department of Health,NHS South East London CCG31/01/2021,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,FAIRLIE HOUSE,35315230
Department of Health,NHS South East London CCG31/01/2021,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,92 HIGHER DRIVE LTD,35315236
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,,,35315281
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Othe Public Sector,,,35315296
Department of Health,NHS South East London CCG31/01/2021,Cont Care- Children,CHILDRENS CONTINUING CARE,FIRST OPTION HEALTHCARE,35315406
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Othe Public Sector,WHEELCHAIR SERVICE,LONDON BOROUGH OF BROMLEY,35315438
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,GP FORWARD VIEW,GREENWICH HEALTH LTD,35315502
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,HOSPICES,ROYAL TRINITY HOSPICE,35315562
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,THAMES REACH,35315580
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,THAMES REACH,35315587
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,FIRST STEP TRUST,35315605
Department of Health,NHS South East London CCG31/01/2021,Hcare Srv Rec Fdtn Trust-Non Contract,PROGRAMME PROJECTS,,
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,PHYSIOLOGICAL MEASUREMENTS LTD,35315656
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,SOUTHSIDE PARTNERSHIP,35315659
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,SOUTHSIDE PARTNERSHIP,35315662
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,,,35315664
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,SOUTHSIDE PARTNERSHIP,35315667
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,SOUTHSIDE PARTNERSHIP,35315668
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,MENTAL HEALTH CONTRACTS,SOUTHSIDE PARTNERSHIP,35315673
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BROMLEY HEALTHCARE CIC,35315730
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BROMLEY HEALTHCARE CIC,35315734
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Not For Profit,,,35315736
Department of Health,NHS South East London CCG31/01/2021,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,BRIGHTERKIND,35315768
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BOOTS UK LTD,35315834
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,BOOTS UK LTD,35315841
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,HOSPICES,ST CHRISTOPHERS HOSPICE,35315904
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Voluntary Sector,HOSPICES,ST CHRISTOPHERS HOSPICE,35315923
Department of Health,NHS South East London CCG31/01/2021,Clinical&Medical-Independent Sector,,,35316009
Department of Health,NHS South East London CCG31/01/2021,Computer Hardware Purch,IM&T,AMPITO GROUP LLP,35316761
Department of Health,NHS South East London CCG31/01/2021,Computer Hardware Purch,IM&T,AMPITO GROUP LLP,35316761
Department of Health,NHS South East London CCG31/01/2021,Computer Hardware Purch,IM&T,AMPITO GROUP LLP,35316761
Department of Health,NHS South East London CCG31/01/2021,Computer Hardware Purch,IM&T,AMPITO GROUP LLP,35316761
Department of Health,NHS South East London CCG31/01/2021,Income tax <1Yr,BALANCE SHEET,HMRC,35330813
Department of Health,NHS South East London CCG31/01/2021,Income tax <1Yr-Student Loans,BALANCE SHEET,HMRC,35330813
Department of Health,NHS South East London CCG31/01/2021,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,HMRC,35330813
Department of Health,NHS South East London CCG31/01/2021,National Insurance < 1 yr-NI-EES,BALANCE SHEET,35330813,"22,951.98"
Department of Health,NHS South East London CCG31/01/2021,Post Graduate Loan Payable,BALANCE SHEET,35330813,97
Department of Health,NHS South East London CCG31/01/2021,Income tax <1Yr,BALANCE SHEET,35330814,"48,664.60"
Department of Health,NHS South East London CCG31/01/2021,Income tax <1Yr-Student Loans,BALANCE SHEET,35330814,920
Department of Health,NHS South East London CCG31/01/2021,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,35330814,"35,124.15"
Department of Health,NHS South East London CCG31/01/2021,National Insurance < 1 yr-NI-EES,BALANCE SHEET,35330814,"24,023.21"
Department of Health,NHS South East London CCG31/01/2021,Income tax <1Yr,BALANCE SHEET,35330815,"54,937.60"
Department of Health,NHS South East London CCG31/01/2021,Income tax <1Yr-Student Loans,BALANCE SHEET,35330815,289
Department of Health,NHS South East London CCG31/01/2021,National Insurance < 1 yr-NI- ERS,BALANCE SHEET,35330815,"36,443.77"
Department of Health,NHS South East London CCG31/01/2021,National Insurance < 1 yr-NI-EES,BALANCE SHEET,35330815,"21,408.38"
Department of Health,NHS South East London CCG31/01/2021,Post Graduate Loan Payable,BALANCE SHEET,35330815,19
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35332318,"26,673.61"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35332318,"1,085.69"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35332318,"2,761.83"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35332318,"1,147.22"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35332318,621.5
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35332318,"2,172.58"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,35332322,"1,674.43"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,35332322,836.38
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35332322,"58,067.36"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35332322,"2,389.80"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35332322,"6,162.10"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35332322,"3,799.65"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35332322,"3,999.25"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35332322,950.85
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prof Fees Prescribing,PRC DELEGATED CO-COMMISSIONING,35332322,389.67
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35332322,"4,250.59"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35332344,"46,693.61"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35332344,"1,856.31"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35332344,"4,722.20"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35332344,"2,383.26"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35332344,"3,179.58"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35332344,544.85
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35332344,"4,098.28"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35332361,"78,130.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35332361,"3,080.58"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35332361,"11,109.83"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35332361,"3,461.50"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35332361,"4,848.24"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35332364,"39,087.03"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35332364,"1,707.27"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35332364,"6,165.03"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35332364,"2,381.60"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35332364,"3,720.83"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Other,PRC DELEGATED CO-COMMISSIONING,35332364,98.13
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35332364,"3,480.17"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,35332364,"2,267.84"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,35332367,"56,168.23"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,PRC DELEGATED CO-COMMISSIONING,35332367,"2,123.10"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,PRC DELEGATED CO-COMMISSIONING,35332367,"5,400.87"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,35332367,"2,800.91"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,35332367,73.75
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,35332367,"7,166.67"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,35332367,"1,929.15"
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,,,35332367
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,BARNARD PRACTICE,35332376
Department of Health,NHS South East London CCG31/01/2021,C&M-PMS Prof fees Prescribing,,,35332376
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS DES Learn Dsblty Hlth Chk,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,,,35332383
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other FDR Payment,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS PCN DES Participation,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Notional Rent,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Prem Rates,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS QOF Aspiration,,,35332391
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,PLAS MEDDYG SURGERY,35332394
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS DES Minor Surgery,,,35332394
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Global Sum,,,35332394
Department of Health,NHS South East London CCG31/01/2021,C&M-GMS Other Addtl Staff Paymts,,,35332394
