Department family,Entity,Date of payment,Expense type,Expense area,Supplier,Transaction number,Amount in Sterling
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42349) Evelina Medicine & Neonatology,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,37.82
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(55092) Admin & Clerical,(id:42737) IT / Digital Directorate,ALLEN LANE,id:13018081    ,1665.36
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84400) Transport,(id:42579) Central Services,STARCROSS TRADING LTD T/A BEARS,id:13041228   ,20719.93
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13019150    ,2147
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50562) Qualified Nursing Staff,(id:41928) PACCS,JUST NURSES (NURSCO HEALTHCARE LIMITED),id:13043659  ,520.19
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50522) Unqualified Nursing Staff,(id:2182419) Integrated Therapies and Medicine,MSI GROUP LTD,id:13043529 ,639.97
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(50200) Consultants,(id:42368) Clinical Imaging & Med Physics,KINGS COLLEGE LONDON:03529700,id:13003706    ,5322.2
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82000) Provisions & Kitchens,(id:42302) Cardiovascular Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194  ,18.44
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:41892) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,0.6
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13040002    ,845.13
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:42488) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,9.52
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82800) Bedding & Linen,(id:42443) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257   ,58.62
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194  ,1455.01
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:581409) Pharmacy,BAXTER HEALTHCARE LTD,id:12888339  ,1800
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13051452    ,815.64
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50570) Qualified Nursing Staff,(id:42255) Integrated Local Services,KINGS COLLEGE LONDON:03529700,id:12846760  ,3354.25
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:42485) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217  ,14.4
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:42239) Integrated Therapies and Medicine,PROMEDICS ORTHOPAEDICS LTD,id:13007557 ,465.84
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81230) Medical Surgical Supplies & Equipment,(id:41913) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,1058.16
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(21130) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13051356   ,6289.92
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81700) Lab Equipment Purchase,(id:41952) Cardiovascular Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,3.1
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13016209    ,563.42
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:1634433) Dental Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217,178.8
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(83130) Energy Costs,(id:42416) Coronavirus [FCOVID],WESSEX PETROLEUM LTD T/A W P GROUP,id:12999254   ,11553.52
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82000) Provisions & Kitchens,(id:42079) Specialist Ambulatory Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217,31.2
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81700) Lab Equipment Purchase,(id:41869) Integrated Therapies and Medicine,SQUADRON MEDICAL LTD,id:12986914    ,14.47
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13024989    ,1408.55
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50562) Qualified Nursing Staff,(id:41914) Evelina Surgery Theatres & PICU,PULSE HEALTHCARE LIMITED,id:13031195 ,501.33
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81255) Medical Surgical Supplies & Equipment,(id:42416) Coronavirus [FCOVID],NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,6.24
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50200) Consultants,(id:41950) Cardiovascular Services,KINGS COLLEGE LONDON:03529700,id:12782479 ,21523.25
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13024865    ,1531.06
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:12997122   ,1500
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLOGA UK,id:13019216  ,581.58
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(83400) Office Equipment,(id:41883) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837  ,91.42
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:41879) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217  ,46.15
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41928) PACCS,KAPITEX HEALTHCARE LTD,id:13049697,571.25
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81100) Dressings,(id:590490) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837   ,195.83
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42420) Transplant Renal and Urology,FRESENIUS MEDICAL CARE RENAL SERVICES LT,id:13046502    ,2845.44
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(83755) Rental under Operating Lease,(id:42258) Oncology Services,OXLEAS NHS FOUNDATION TRUST,id:13015935  ,5933.33
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82000) Provisions & Kitchens,(id:41878) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936  ,414.46
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:42258) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217,29.86
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81275) Medical Surgical Supplies & Equipment,(id:41858) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,55.5
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42513) Evelina Womens Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,19.3
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13014335    ,2855.6
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82000) Provisions & Kitchens,(id:42265) Haematology,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941    ,68.07
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(55652) Maintenance Staff,(id:42633) Essentia Infrastructure,MORGAN HUNT UK LTD,id:13001014 ,1072.8
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13030028    ,2147
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(21130) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13037703   ,1200.19
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(83400) Office Equipment,(id:42463) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941   ,89.99
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41928) PACCS,SQUADRON MEDICAL LTD,id:12991877  ,670.96
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(89120) Other - Legal fees,(id:345409) Commercial,THE IDEAS MACHINE LTD,id:13008936    ,2000
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42302) Cardiovascular Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837 ,2131.85
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42416) Coronavirus [FCOVID],FISHER & PAYKEL HEALTHCARE LTD,id:13018299  ,2970
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42447) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,12.76
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82800) Bedding & Linen,(id:41958) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,6.94
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41897) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936 ,400.33
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(83400) Office Equipment,(id:42416) Coronavirus [FCOVID],DRAX (UK) LTD,id:13026161,1647.69
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(84400) Transport,(id:42579) Central Services,STARCROSS TRADING LTD T/A BEARS,id:13041222   ,1557.5
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81700) Lab Equipment Purchase,(id:41953) Cardiovascular Services,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,42.61
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(21170) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,ALLIANCE HEALTHCARE HOSP SERV(UNICHEM),id:13005683   ,3409.39
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81700) Lab Equipment Purchase,(id:42419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194 ,129.32
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:492593) Essentia Community Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257  ,945.91
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41914) Evelina Surgery Theatres & PICU,LINDSAY SURGICAL SUPPLIES LIMITED,id:12994434   ,420
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(83400) Office Equipment,(id:42735) IT / Digital Directorate,COMPUTACENTER UK LTD,id:13011911    ,814.78
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(83400) Office Equipment,(id:42735) IT / Digital Directorate,COMPUTACENTER UK LTD,id:13012935    ,814.78
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(50522) Unqualified Nursing Staff,(id:42259) Oncology Services,CARE PROVIDERS HEALTHCARE,id:13032571  ,613.09
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13030025    ,2147
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:42422) Transplant Renal and Urology,NXSTAGE MEDICAL UK LIMITED,id:13008034   ,1145.76
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,LLOYDSPHARMACY CLINICAL HOMECARE,id:13001433    ,778.82
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936,1710.79
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(88720) Other – Other Operating Expenditure,(id:40456) Finance Director,EDWARDS LIFESCIENCES LTD,id:12992074   ,-36
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(10090) Fixed Asset Clearing,(id:43734) TRUST Capital Cost Centres,MACE LIMITED,id:12680790 ,1313
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:41917) Gastrointestinal Medicine & Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257,201.32
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(82700) Uniforms & Clothing,(id:2182419) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941  ,95.04
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(10090) Fixed Asset Clearing,(id:3725419) TRUST Capital Cost Centres,MARTIN JAMES MEDICAL LTD,id:13040776  ,3325.22
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(83755) Rental under Operating Lease,(id:1627433) Essentia Community Services,COMMUNITY HEALTH PARTNERSHIPS,id:13026757   ,89557.16
Department of Health,Guys and St Thomas NHS Foundation Trust,28/05/2020,(50522) Unqualified Nursing Staff,(id:42416) Coronavirus [FCOVID],MSI GROUP LTD,id:13053513 ,734.51
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:42339) Evelina Surgery Theatres & PICU,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217 ,111.12
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(83880) Building & Engineering,(id:42631) Essentia Infrastructure,SOCOTEC UK LTD,id:13027298,3972.5
Department of Health,Guys and St Thomas NHS Foundation Trust,25/05/2020,(51262) Dieticians,(id:590412) Evelina Community Services,PRICEWATERHOUSECOOPERS LLP,id:13047794 ,2305.24
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(84400) Transport,(id:42579) Central Services,STARCROSS TRADING LTD T/A BEARS,id:13026187   ,7041.97
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(55642) Maintenance Staff,(id:42637) Essentia Infrastructure,MORGAN HUNT UK LTD,id:13030945 ,845.1
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:3671419) Transplant Renal and Urology,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257  ,42.12
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81100) Dressings,(id:42484) Surgery,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217,9.9
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(83400) Office Equipment,(id:492528) Essentia Infrastructure,EDMUNDSON ELECTRICAL LTD,id:13008837,257.28
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82800) Bedding & Linen,(id:42366) Clinical Imaging & Med Physics,NHS SUPPLY CHAIN (MAIDSTONE),id:12957217 ,28.08
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(21150) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,HEALTHCARE AT HOME LTD,id:13019287    ,1430
Department of Health,Guys and St Thomas NHS Foundation Trust,15/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:4187419) Clinical Imaging & Med Physics,ADVANCED ACCELERATOR APPLICATIONS (UK & IRELAND) LTD,id:13018634   ,-7829.24
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590499) Integrated Therapies and Medicine,INVACARE LTD,id:13007574 ,566.4
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:590450) Evelina Community Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12976194  ,3.96
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81200) Medical Surgical Supplies & Equipment,(id:41924) TAP,NHS SUPPLY CHAIN (MAIDSTONE),id:12945257 ,33.41
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(83400) Office Equipment,(id:42260) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12997837   ,301.92
Department of Health,Guys and St Thomas NHS Foundation Trust,22/05/2020,(21130) Inventories - Finished goods,(id:40092) TRUST Balance Sheet Codes,AAH PHARMACEUTICALS LTD,id:13040247   ,1359.83
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(82600) Uniforms & Clothing,(id:2499419) Evelina Surgery Theatres & PICU,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936    ,45.36
Department of Health,Guys and St Thomas NHS Foundation Trust,18/05/2020,(81255) Medical Surgical Supplies & Equipment,(id:41881) Integrated Therapies and Medicine,NHS SUPPLY CHAIN (MAIDSTONE),id:13003941 ,11.32
Department of Health,Guys and St Thomas NHS Foundation Trust,07/05/2020,(50552) Qualified Nursing Staff,(id:41872) Integrated Therapies and Medicine,GLOBE LOCUMS LTD,id:13017953  ,589.9
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(81225) Medical Surgical Supplies & Equipment,(id:42259) Oncology Services,NHS SUPPLY CHAIN (MAIDSTONE),id:12984936  ,10.08
Department of Health,Guys and St Thomas NHS Foundation Trust,01/05/2020,(50532) Unqualified Nursing Staff,(id:41878) Integrated Therapies and Medicine,CAPITAL STAFFING SERVICES LTD,id:13007487  ,642.77
