,query_string_n,CompanyNumber,CompanyName,audit_type,CHnotes,isCIC,count,amount,match_0_n,match_1_n,match_2_n,score_0_n,score_1_n,score_2_n,match_0_n_lev,match_1_n_lev,match_2_n_lev
828,URBAN HEARD COMMUNITY INTEREST COMPANY,09044668,URBAN HEARD: YOUTH ENGAGEMENT SPECIALIST COMMUNITY INTEREST COMPANY,2: CH: 5 corrected imperf name match,"inc 2009, still active, no name changes but operates as Urban Heard",1 CIC,3,146656.0,URBAN HEARD YOUTH ENGAGEMENT SPECIALIST COMMUNITY INTEREST COMPANY,QUEER VOICES HEARD COMMUNITY INTEREST COMPANY,URBAN COMMUNITY CHEF COMMUNITY INTEREST COMPANY,20.751023999999997,18.871838,17.93436,28.0,10.0,14.0
829,VANGUARD,04382564,VANGUARD HEALTHCARE SOLUTIONS LIMITED,2: CH: 5 corrected imperf name match,"Major commercial healthcare supplier to NHS, especially mobile cliniical",0 not CIC,7,29174012.0,TS VANGUARD,VANGUARD COMMUNITY,VANGUARD IVS,11.675765,11.675765,11.675765,3.0,10.0,4.0
830,VANGUARD HEALTHCARE SOLUTIONS NUFFIELD,04382564,VANGUARD HEALTHCARE SOLUTIONS LIMITED,2: CH: 3 existing accepted imperfect name match,"Vanguard Healthcare was bought by Nuffield Health in 2004, but regained independence in 2009, 7 years before these pymts",0 not CIC,5,29174012.0,VANGUARD HEALTHCARE SOLUTIONS LIMITED,VANGUARD HEALTHCARE LIMITED,NUFFIELD ALBION HEALTHCARE LIMITED,18.251482,16.517488,15.774841,6.0,14.0,28.0
831,VENUS,03136727,VENUS WORKING CREATIVELY WITH YOUNG WOMEN,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",Merseyside-based like both NHS cust CCGs,0 not CIC,11,440104.0,VENUS,VENUS IT LIMITED,VENUSE LIMITED,13.753942499999999,11.789631,11.789631,0.0,11.0,9.0
832,VERDIEM,06599474,VERDIEM LIMITED,2: CH: 5 corrected imperf name match,"no exparea to confirm, but no alt match either. UK branch of US corp. diss 23/6/15, after last pymt 3/9/14",0 not CIC,2,70000.0,,,,,,,,,
833,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,06122687,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,2: CH: 1 existing perfect name match,Cheshire-based like both geolocatable NHS custs,1 CIC,103,3482711.0,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,MEDWAY COMMUNITY HEALTHCARE COMMUNITY INTEREST COMPANY,ALEXIN HEALTHCARE COMMUNITY INTEREST COMPANY,29.349615000000004,16.86565,16.660020000000003,0.0,14.0,7.0
834,VETERANS IN CRISIS SUNDERLAND,11321939,VETERANS IN CRISIS COMMUNITY INTEREST COMPANY,2: CH: 3 existing accepted imperfect name match,Sunderland addr; uses Veterans In Crisis Sunderland name on own website,1 CIC,2,105000.0,VETERANS IN CRISIS COMMUNITY INTEREST COMPANY,CRISIS,CRISIS,16.414145,13.559101,13.559101,20.0,23.0,23.0
835,VIADUCT CARE LIMITED,10700161,VIADUCT CARE C.I.C.,2: CH: 4 corrected now perf name match,"CCnotes> till 30/4/18 when it ceased trading, transferred activities to new 10700161, LTD 30/3/17-13/4/17 then CIC",1 CIC,35,8297679.0,VIADUCT IS LIMITED,VIADUCT LIMITED,VIADUCT CARE COMMUNITY INTEREST COMPANY,13.794757,13.794757,13.731367,4.0,5.0,22.0
836,VIEWPOINT EYE CARE,05282317,VIEWPOINT VISION SERVICES LIMITED,2: CH: 8 date-dependent match,Lpool; sole NHS cust Shrewsbury & Telford Tt. Colocated 08538048 better name match but diss 15/11/16 before NHS pymts,0 not CIC,10,431219.0,VIEWPOINT,VIEWPOINT,VIEWPOINT,15.032614,15.032614,15.032614,9.0,9.0,9.0
837,VISION,03737109,VISION CHARITY,"2: CC: 7 tentative match, CH: 7 tentative match",best guess for donated funds - and lack of better alternatives,0 not CIC,1,49344.0,VISION,VISION,VISION,9.915546,9.915546,9.915546,0.0,0.0,0.0
838,VISION CALL SOUTHERN COMMUNITY EYECARE,SC217857,COMMUNITY EYECARE (UK) LIMITED,2: CH: 7 tentative match,"CCnotes> found ditto Commty Eyecare nrby, only clsd N Eng branches so mtchd parent, diss 19/6/18 after last pymt 31/7/14",0 not CIC,4,275915.0,VISION EYECARE LIMITED,PRIMARY EYECARE SOUTHERN LIMITED,66 VISION EYECARE LIMITED,16.943832,15.137188,15.061585000000001,25.0,24.0,28.0
839,VITALITY,07782937,MODALITY MEDICAL SERVICES LIMITED,2: CH: 5 corrected imperf name match,"was Vitality Medical Services till 13/10/15. part of Modality Gp, many comps incl LLPs. Note esp 09764707 & 05819288",0 not CIC,1,152193.0,VITAL,VITAL,VITALITY,12.452233999999999,12.452233999999999,12.452233999999999,3.0,3.0,0.0
840,VITALITY ENKI,06906322,MODALITY INVESTMENTS LIMITED,2: CH: 5 corrected imperf name match,was Vitality Partnership Limited [the ENKI GP surg provider] till 13/10/15,0 not CIC,114,14439522.0,ENKI LIMITED,THE ENKI FUND,ENKI ACTUARIAL LIMITED,14.445907,14.445907,12.640601,11.0,12.0,16.0
841,VITALITY GROVE LANE,09764669,MODALITY PARTNERSHIP LIMITED,2: CH: 5 corrected imperf name match,Grove Lane Medical Centre [GP surg] has been run by Modality Partnership since at least 2013,0 not CIC,4,2024984.0,GROVE LANE LIMITED,MODALITY GROVE LANE,14 GROVE LANE LIMITED,14.484131,14.484131,12.875126,17.0,3.0,16.0
842,VITALITY PARTNERSHIP,06906322,MODALITY INVESTMENTS LIMITED,2: CH: 5 corrected imperf name match,was Vitality Partnership Limited till 13/10/15,0 not CIC,89,14439522.0,VITAL PARTNERSHIPS LIMITED,VITAL PARTNERSHIPS LIMITED,VITAL,13.854448999999999,13.854448999999999,12.452233999999999,12.0,12.0,15.0
843,VITALITY ST JAMES,09764669,MODALITY PARTNERSHIP LIMITED,2: CH: 5 corrected imperf name match,"sole NHS cust Sandwell & W Bham CCG so the St James in question is a GP surg in Handsworth, now run by Modality Ptnrship",0 not CIC,51,2024984.0,VITAL,VITAL,VITALITY,12.452233999999999,12.452233999999999,12.452233999999999,12.0,12.0,9.0
844,VOLITION,04046674,VOLITION LEEDS,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","certain match, see CCnotes. aka PSI Volition",0 not CIC,10,583200.0,VOLITION,VOLITION,PSI VOLITION,17.266003,17.266003,14.800104999999999,0.0,0.0,4.0
845,VOLUNTARY ACTION STOKE ON TRENT,02000818,VAST SERVICES 1920,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",VAST = Voluntary Action Stoke on Trent. No clear reason for 1920.,0 not CIC,5,212000.0,VOLUNTARY ACTION STOKE ON TRENT,GROUNDWORK STOKE ON TRENT,STOKE ON TRENT CDS,30.034657,17.982128,17.982128,0.0,14.0,21.0
846,VOLUNTARY CENTRE SERVICES,03438413,URBAN CHALLENGE LIMITED,"2: CC: 11 multi-supplier record, CH: 11 multi-supplier record","NHS pymts W Lincs 4, S Worcs 1 with Mental Health exparea; maybe Evesham Volunteer Centre 1103353/05059379?",0 not CIC,5,358782.0,BATH CENTRE FOR VOLUNTARY SERVICE,BROMLEY CENTRE FOR VOLUNTARY SERVICE,GLOUCESTER CENTRE FOR VOLUNTARY SERVICES,14.650993,14.650993,14.650993,20.0,21.0,22.0
847,VOLUNTARY SUPPORT NORTH SURREY,CE019949,VOLUNTARY SUPPORT NORTH SURREY,"2: CC: 1 existing perfect name match, CH: 8 date-dependent match","conv/clsd 11/12/19, succeeded by CE019949 CIO with same name, same charity regno, only recently judging by high CIO no",0 not CIC,3,167000.0,VOLUNTARY SUPPORT NORTH SURREY,VOLUNTARY SUPPORT NORTH SURREY,VOLUNTARY SUPPORT SCHEME,25.202324,25.202324,14.431231,0.0,0.0,10.0
848,VRANCH HOUSE SCHOOL AND CENTRE,02599511,DEVON AND EXETER SPASTICS SOCIETY,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",match proven by charity working name,0 not CIC,4,513835.0,VRANCH HOUSE SCHOOL AND CENTRE,VRANCH HOUSE SCHOOL,VRANCH HOUSE SCHOOL,26.181673,24.270052,24.270052,0.0,11.0,11.0
849,WARRINGTON PRIMARY CARE HOME COMMUNITY INTEREST CO,09140668,WARRINGTON PRIMARY CARE C.I.C.,2: CH: 3 existing accepted imperfect name match,was Warrington Primary Care Home CIC (perf match) till 16/7/20,1 CIC,16,11831890.0,WARRINGTON PRIMARY CARE HOME COMMUNITY INTEREST COMPANY,WARRINGTON CARE HOMES,WARRINGTON COMMUNITY CARE,24.144863,19.593124,19.378706,5.0,29.0,27.0
850,WARRINGTON PRIMARY CARE HOME COMMUNITY INTEREST COMPANY PRACTICE ACCOUNT,09140668,WARRINGTON PRIMARY CARE C.I.C.,2: CH: 3 existing accepted imperfect name match,No alt match. was Warrington Primary Care Home CIC (perf match) till 16/7/20,1 CIC,76,11831890.0,WARRINGTON PRIMARY CARE HOME COMMUNITY INTEREST COMPANY,WARRINGTON CARE HOMES,WARRINGTON COMMUNITY CARE,26.666384000000004,19.593124,19.378706,17.0,51.0,47.0
851,WASHINGTON MIND,CE001014,WASHINGTON MIND CIO,"2: CC: 5 corrected imperf name match, CH: 4 corrected now perf name match",reg 4/3/14 before first NHS payment 30/4/16,0 not CIC,6,328433.0,WASHINGTON MIND,WASHINGTON MIND CIO,WASHINGTON MIND CIO,20.615412,18.039103,18.039103,0.0,4.0,4.0
852,WAVE,06492265,WAVE LTD,2: CH: 4 corrected now perf name match,"new name of Anglian Water Business, already explicit elsewhere in supplier list. Also pref to The Wave fitness Coventry",0 not CIC,9,344515.0,THE WAVE,THE WAVE,WAVE,11.809399,11.809399,11.809399,4.0,4.0,0.0
853,WAYMARKS LIMITED,06967283,WAYMARKS LIMITED,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",conv/clsd 2/6/20,0 not CIC,3,151300.0,WAYMARK IT LIMITED,WAYMARKER LIMITED,WAYMARKS LIMITED,14.839225,14.839225,14.839225,3.0,2.0,0.0
854,WELCOME CENTRE,04241324,WELCOME,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",says it delivers tier 2 & 3 drug & alcohol services in Solihull,0 not CIC,21,3174606.0,THE WELCOME CENTRE,THE WELCOME CENTRE,THE WELCOME CENTRE,17.180706,17.180706,17.180706,4.0,4.0,4.0
855,WELL,09225457,BESTWAY NATIONAL CHEMISTS LIMITED,2: CH: 5 corrected imperf name match,"CCnotes> likely at LCH_Trust pymt exparea S Leeds Indep Centre too, & even sole BRI_Trust o-o-hours pymt, also by +well?",0 not CIC,58,30453824.0,WELL WELL WELL UK LIMITED,THE WELLNESS WELL LIMITED,WELL WELL LIMITED,10.003455,9.960037,9.960037,21.0,21.0,13.0
856,WELL NORTH ENTERPRISES COMMUNITY INTEREST COMPANY LIMITED,10790652,WELL NORTH ENTERPRISES CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2017 incorporation,1 CIC,2,91536.0,WELL NORTH ENTERPRISES COMMUNITY INTEREST COMPANY,THE LIVING WELL ENTERPRISES COMMUNITY INTEREST COMPANY,AT WELLNESS COMMUNITY INTEREST COMPANY,24.252598000000003,19.91272,19.465218,8.0,20.0,25.0
857,WELL THE,09073394,THE WELL COMMUNITIES C.I.C.,2: CH: 5 corrected imperf name match,"CCnotes> match, multi-locn addition recovery service in Morecambe, Lancaster & Barrow-in-Furness. CIC status on website",1 CIC,5,226007.0,WELL WELL WELL UK LIMITED,THE WELLNESS WELL LIMITED,WELL WELL LIMITED,10.003455,9.960037,9.960037,19.0,19.0,11.0
858,WELLBEING ENTERPRISES,05888474,WELLBEING ENTERPRISES CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2006 incorporation. Halton cust locn confirms Ches CIC despite supplier name,1 CIC,28,2329967.0,LEAFAIR WELLBEING ENTERPRISES LIMITED,WELLBEING,BERKSHIRE HEALTH AND WELLBEING SOCIAL ENTERPRISES,12.280365,11.111948,11.052564,16.0,12.0,28.0
859,WELLBEING ENTERPRISES COMMUNITY INTEREST COMPANY LIMITED,05888474,WELLBEING ENTERPRISES CIC,2: CH: 2 existing perfect except 'LTD/CIC/LIMITED',always CIC since 2006 incorporation,1 CIC,1,2329967.0,WELLBEING ENTERPRISES COMMUNITY INTEREST COMPANY,THE WELLBEING COMMUNITY COMPANY COMMUNITY INTEREST COMPANY,UNIQUE SOCIAL AND WELLBEING ENTERPRISE COMMUNITY INTEREST COMPANY,22.671667000000003,19.670113,18.89366,8.0,27.0,27.0
860,WELLSPRING HEALTHY LIVING CENTRE BRISTOL,06040773,WELLSPRING HEALTHY LIVING CENTRE,"2: CC: 3 existing accepted imperfect name match, CH: 3 existing accepted imperfect name match",org structure unclear.Seems primarily to be glorified GP surgery with comm centre spinoff 05031499 Wellspring Settlement,0 not CIC,12,473244.0,WELLSPRING HEALTHY LIVING CENTRE,WELLSPRING HEALTHY LIVING CENTRE,BLACKDOWN HEALTHY LIVING CENTRE,28.561590000000002,28.561590000000002,18.647251,8.0,8.0,17.0
861,WESSEX HEARTBEAT,05924982,WESSEX CARDIAC TRUST,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match",CCnotes> effectively so since replaced by incorp char founded 2006. Old comp turnover too small for sole NHS pymt anyway,0 not CIC,1,28243.0,WESSEX HEARTBEAT LIMITED,HEARTBEAT,HEARTBEAT,20.512848,15.364365,15.364365,8.0,7.0,7.0
862,WEST CAMBS FEDERATION,10231960,WEST CAMBS FEDERATION CIC,2: CH: 4 corrected now perf name match,"bizarrely, CQC-listed as provider for West Cambs GP Federation CIC, which is not found in CH. has active website though",1 CIC,10,784126.0,WEST CAMBS FEDERATION COMMUNITY INTEREST COMPANY,WEST CAMBS FED IMPROVING ACCESS,THE WEST MIDLAND FOLK FEDERATION,18.10579,12.979948,12.874993,27.0,15.0,15.0
863,WEST LANCS PEER SUPPORT,06262114,WEST LANCS PEER SUPPORT,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",no reason found to doubt auto-matches; all three NHS custs are CCGs within eponymous area,0 not CIC,8,340800.0,WEST LANCS PEER SUPPORT,WEST LANCS PEER SUPPORT,PEER SUPPORT,28.916366999999997,28.916366999999997,19.361701999999998,0.0,0.0,11.0
864,WESTERN CHALLENGE,IP19312R,WESTERN CHALLENGE HOUSING ASSOCIATION LTD,2: CH: 5 corrected imperf name match,"sole cust Royal Berks NHSFT, where Western Challenge had an office. de-registered 20/1/14 after last NHS payment 3/12/12",0 not CIC,11,508672.0,CHALLENGE,CHALLENGE,CHALLENGERS,12.5357,12.5357,12.5357,8.0,8.0,10.0
865,WESTERN CHALLENGE HOUSING ASSOCIATION LIMITED,IP19312R,WESTERN CHALLENGE HOUSING ASSOCIATION LTD,2: CH: 4 corrected now perf name match,"sole cust Leicester Univ Hosp NHST, where Western Challenge had an office. de-reg 20/1/14 after last NHS payment 10/6/11",0 not CIC,2,508672.0,CHALLENGE HOUSE LIMITED,CHALLENGER HOUSE LIMITED,CHALLENGER CLASS ASSOCIATION,14.592683,14.592683,13.878623000000001,23.0,24.0,23.0
866,WESTERN CHALLENGE HOUSING ASSOCIATION LT,IP19312R,WESTERN CHALLENGE HOUSING ASSOCIATION LTD,2: CH: 4 corrected now perf name match,"sole cust Leicester Uni Hosp NHST, where Western Challenge had an office. de-reg 20/1/14 after last NHS payment 26/11/10",0 not CIC,1,508672.0,HOUSE LT LIMITED,CHALLENGE HOUSE LIMITED,CHALLENGER HOUSE LIMITED,15.131626,14.47205,14.47205,33.0,23.0,24.0
867,WETHERBY IN SUPPORT OF THE ELDERLY,CE004767,WETHERBY IN SUPPORT OF THE ELDERLY,"2: CC: 8 date-dependent match, CH: 1 existing perfect name match",reg 22/9/15 before sole NHS payment 31/3/16. no comp reg found for previous charity 105244 RM 9/12/16,0 not CIC,1,25057.0,WETHERBY IN SUPPORT OF THE ELDERLY,WETHERBY IN SUPPORT OF THE ELDERLY,WETHERBY IN SUPPORT OF THE ELDERLY,26.153515,26.153515,26.153515,0.0,0.0,0.0
868,WHIZZKIDZ,02444520,THE MOVEMENT FOR NONMOBILE CHILDREN WHIZZKIDZ,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",non-geog NHSEngland sole cust in this record but London CCGs in other accord with char locn,0 not CIC,2,860126.0,WHIZZKIDZ,WHIZZKIDZ LIMITED,WHIZZKIDZ THAME LIMITED,19.314182000000002,16.555767000000003,14.486792999999999,0.0,8.0,14.0
869,WIGAN FAMILY WELFARE,03773810,THE WIGAN CHURCHES ASSOCIATION FOR FAMILY WELFARE,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",no other viable match,0 not CIC,1,32000.0,WIGAN FAMILY WELFARE,THE WIGAN CHURCHES ASSOCIATION FOR FAMILY WELFARE,THE WIGAN CHURCHES ASSOCIATION FOR FAMILY WELFARE,24.18091,19.345654,19.345654,0.0,29.0,29.0
870,WILLIAM GOUGH AND,03959464,WILLIAM GOUGH & SONS LIMITED,2: CH: 3 existing accepted imperfect name match,"Wolverhampton-based builder, extensively used by full name by most nearby NHS Trusts",0 not CIC,2,16729058.0,WILLIAM GOUGH LIMITED,WILLIAM GOUGH AND SONS LIMITED,GOUGH AND GOUGH HAMPSHIRE LIMITED,17.600761,15.645538,13.3725,6.0,13.0,23.0
871,WILLOW WOOD HOSPICE,02854091,TAMESIDE AND GLOSSOP HOSPICE LIMITED,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",match proven by charity working name,0 not CIC,31,3662577.0,WILLOW WOOD HOSPICE,WILLOW WOOD HOSPICE PROMOTIONS LIMITED,WILLOW BURN HOSPICE,24.595135,19.677052,17.50798,0.0,19.0,4.0
872,WINDSOR AND MAIDENHEAD YOUTH AND COMMUNITY COUNSELLING SERVICE,CE013238,WINDSOR AND MAIDENHEAD YOUTH AND COMMUNITY COUNSELLING SERVICE,"2: CC: 8 date-dependent match, CH: 8 date-dependent match",CIO reg 13/2/18; NHS pymts 31/7/16-31/5/18 before & after but no comp reg found for prev charity 272036 RM 28/11/18,0 not CIC,2,60000.0,WINDSOR AND MAIDENHEAD YOUTH AND COMMUNITY COUNSELLING SERVICE,WINDSOR AND MAIDENHEAD YOUTH AND COMMUNITY COUNSELLING SERVICE,WINDSOR AND MAIDENHEAD YOUTH COUNSELLING SERVICE,31.194828,31.194828,30.386910999999998,0.0,0.0,14.0
873,WINTECH LIMITED,02430998,WINTECH LIMITED,2: CH: 1 existing perfect name match,Civil engineer,0 not CIC,4,232714.0,WINTECH LIMITED,WINTECH ENGINEERING LIMITED,WINTECH GLOBAL LIMITED,15.163535000000001,13.268548000000001,13.268548000000001,0.0,12.0,7.0
874,WIRED,02997803,WIRRAL INFORMATION RESOURCE FOR EQUALITY AND DIVERSITY LIMITED,"2: CC: 4 corrected now perf name match, CH: 5 corrected imperf name match","although the name sounds like advocacy/counselling, website itself is very carer-focussed",0 not CIC,3,553751.0,WIRE ON WIRE LIMITED,WIRE WIRE LIMITED,WIRED,12.544044,12.544044,12.3828125,15.0,12.0,0.0
875,WIRRAL AUTISTIC SOCIETY,02658268,AUTISM TOGETHER,"2: CC: 1 existing perfect name match, CH: 5 corrected imperf name match",was The Wirral Autistic Society till 22/6/16,0 not CIC,1,50204.0,WIRRAL AUTISTIC SOCIETY,THE WIRRAL AUTISTIC SOCIETY LIMITED,WIRRAL AUTISTIC SOCIETY LIMITED,26.3903,23.458668,23.458668,0.0,12.0,8.0
876,WOMEN AND GIRLS NETWORK,08286856,WOMEN AND GIRLS NETWORK,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","sole NHS cust Kings Coll hosp trust, also in London",0 not CIC,2,217123.0,WOMEN AND GIRLS NETWORK,WOMEN AND GIRLS NETWORK,WOMEN AND GIRLS NETWORK,21.843298,21.843298,21.843298,0.0,0.0,0.0
877,WOMEN AND GIRLS NETWORK,08286856,WOMEN AND GIRLS NETWORK,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match","sole NHS cust Kings Coll hosp trust, also in London",0 not CIC,2,217123.0,WOMEN AND GIRLS NETWORK,WOMEN AND GIRLS NETWORK,WOMEN AND GIRLS NETWORK,21.843298,21.843298,21.843298,0.0,0.0,0.0
878,WOMENS AID INTEGRATED SERVICES,04305710,JUNO WOMENS AID,"2: CC: 5 corrected imperf name match, CH: 5 corrected imperf name match","was Womens Aid Integrated Services (Nottingham and Region) till 24/4/19, ie throughout period of NHS payments",0 not CIC,9,293937.0,WOMENS AID,WOMENS AID,ABERCONWY WOMENS AID,17.103539,17.103539,14.966107000000001,20.0,20.0,25.0
879,WOODFIELD SQUASH AND LEISURE CLUB,09784149,WOODFIELD SQUASH AND LEISURE CLUB C.I.C.,2: CH: 4 corrected now perf name match,"Doncaster location accords with sole NHS cust. Became CIC 20/2/16, just before 1st NHS payment. exparea Site Strategy",1 CIC,6,237824.0,WOODFIELD SQUASH AND LEISURE CLUB COMMUNITY INTEREST COMPANY,WOODFIELD LEISURE LIMITED,SKELMANTHORPE SQUASH CLUB,22.523310000000002,17.491970000000002,16.290295,27.0,18.0,24.0
880,WORTHING AND ARUN MIND,08884776,WEST SUSSEX MIND,"2: CC: 8 date-dependent match, CH: 8 date-dependent match",inc 10/2/14 after first few NHS pymts (31/5/13-31/3/16) but no comp found assoc with preceding char. renamed 12/10/19,0 not CIC,7,4093379.0,WORTHING AND ARUN MIND,ARUN AND WORTHING ENVIRONMENTAL LIMITED,HOMESTART ARUN WORTHING AND ADUR,27.425537,17.494298999999998,17.494298999999998,0.0,24.0,22.0
881,WORTHING HOMES LIMITED,03517244,WORTHING HOMES LIMITED,"2: CC: 1 existing perfect name match, CH: 8 date-dependent match","conv/clsd 6/3/20 just after last NHS payment 13/2/20, replaced by RS008337 Worthing Homes Ltd",0 not CIC,11,601834.0,WORTHING HOMES,WORTH HOMES LIMITED,WORTHING HOMES LIMITED,16.27388,14.360764999999999,14.360764999999999,8.0,3.0,0.0
882,XPERT HEALTH,06500301,X-PERT HEALTH COMMUNITY INTEREST COMPANY,2: CH: 4 corrected now perf name match,"Halifax orgs, cust is Herts, as for char (qv). Web refs confirm link for char so cannot dismiss this on geog",1 CIC,1,54000.0,HEALTH XPERTS LIMITED,XPERT HEALTH COMMUNITY INTEREST COMPANY,XPERT HEALTH TRAINING AND EDUCATION LIMITED,17.061273999999997,13.649672500000001,13.649672500000001,14.0,27.0,31.0
883,XPERT HEALTH TRAINING AND EDUCATION LIMITED,07728160,XPERT HEALTH TRAINING AND EDUCATION LIMITED,"2: CC: 1 existing perfect name match, CH: 1 existing perfect name match",same CCG also apparently cust for same orgs CIC 06500301 (qv),0 not CIC,1,26402.0,XPERT HEALTH TRAINING AND EDUCATION LIMITED,XPERT HEALTH TRAINING AND EDUCATION LIMITED,HEALTH XPERTS LIMITED,23.180016000000002,23.180016000000002,17.181906,0.0,0.0,26.0
884,YARLINGTON HOUSING GROUP,RS007499,YARLINGTON HOUSING GROUP,"2: CC: 1 existing perfect name match, CH: 8 date-dependent match","conv/clsd 28/2/17 long after last NHS payment 28/1/13, succeeded by RS007499 Yarlington Housing Gp FCA-reg 28/2/17",0 not CIC,2,50622.0,YARLINGTON HOUSING GROUP,YARLINGTON HOUSING GROUP,YARLINGTON CRUCIAL LIMITED,23.147438,23.147438,13.706529000000002,0.0,0.0,12.0
885,YORK ST JOHN UNIVERSITY,04498683,YORK ST JOHN UNIVERSITY,2: CH: 1 existing perfect name match,company still active though same-named charity RM 1/9/11 (exempt),0 not CIC,3,160000.0,YORK ST JOHN UNIVERSITY,YORK ST JOHN UNIVERSITY,YORK ST JOHN UNIVERSITY COLLEGE,23.828907,23.828907,21.446472,0.0,0.0,8.0
