query_string_n,verif_match
TOTAL COMPUTER NETWORKS LIMITED,TOTAL COMPUTER NETWORKS LIMITED
TOTAL GAS AND POWER LIMITED,TOTAL GAS AND POWER LIMITED
TOTAL INTELLIGENCE LIMITED,TOTAL INTELLIGENCE LIMITED
TOTLEY RISE MEDICAL CENTRE,TOTLEY RISE MEDICAL CENTRE
TOUCHSTONELEEDS,TOUCHSTONELEEDS
TOWER HOUSE PRACTICE,TOWER HOUSE PRACTICE
TOWN HALL SURGERY,TOWN HALL SURGERY
TOWNFIELD DOCTORS SURGERY,TOWNFIELD DOCTORS SURGERY
TOWNFIELD HEALTH CENTRE,TOWNFIELD HEALTH CENTRE
TOWNHILL MEDICAL PRACTICE,TOWNHILL MEDICAL PRACTICE
TRADEBE HEALTHCARE LIMITED,TRADEBE HEALTHCARE LIMITED
TRADEBE HEALTHCARE SOUTH WEST LIMITED,TRADEBE HEALTHCARE SOUTH WEST LIMITED
TRAFALGAR MEDICAL GROUP PRACTICE,TRAFALGAR MEDICAL GROUP PRACTICE
TREETOPS HOSPICE TRUST,TREETOPS HOSPICE TRUST
TRENT VALE MEDICAL PRACTICE,TRENT VALE MEDICAL PRACTICE
TRENT VALLEY SURGERY,TRENT VALLEY SURGERY
TRENTSIDE MEDICAL GROUP,TRENTSIDE MEDICAL GROUP
TRESCOBEAS SURGERY,TRESCOBEAS SURGERY
TRIANGLE COMMUNITY SERVICES LIMITED,TRIANGLE COMMUNITY SERVICES LIMITED
TRIBAL EDUCATION LIMITED,TRIBAL EDUCATION LIMITED
TRIDENT REACH THE PEOPLE CHARITY,TRIDENT REACH THE PEOPLE CHARITY
TRILOGY TECHNOLOGIES UK LIMITED,TRILOGY TECHNOLOGIES UK LIMITED
TRINITY CARESTAFF SOLUTIONS LIMITED,TRINITY CARESTAFF SOLUTIONS LIMITED
TRINITY HOSPICE,TRINITY HOSPICE
TRINITY SCHOOL,TRINITY SCHOOL
TRIVENI PMS,TRIVENI PMS
TROWBRIDGE HEALTH CENTRE,TROWBRIDGE HEALTH CENTRE
TRUELINE CONSTRUCTION LIMITED,TRUELINE CONSTRUCTION LIMITED
TRUSTMARQUE SOLUTIONS LIMITED,TRUSTMARQUE SOLUTIONS LIMITED
TUDOR BANK LIMITED,TUDOR BANK LIMITED
TUDOR LODGE SURGERY,TUDOR LODGE SURGERY
TUDOR SURGERY,TUDOR SURGERY
TUDOR WAY SURGERY,TUDOR WAY SURGERY
TULASI MEDICAL CENTRE,TULASI MEDICAL CENTRE
TUNSTALL HEALTHCARE UK LIMITED,TUNSTALL HEALTHCARE UK LIMITED
TURNING POINT,TURNING POINT
TWINGLOBE CARE LIMITED,TWINGLOBE CARE LIMITED
TYNESIDE SURGICAL SERVICES LIMITED,TYNESIDE SURGICAL SERVICES LIMITED
TYNTESFIELD MEDICAL GROUP,TYNTESFIELD MEDICAL GROUP
UK INDEPENDENT MEDICAL SERVICES LIMITED,UK INDEPENDENT MEDICAL SERVICES LIMITED
UNI CONSULTING UNIQUE IMPROVEMENTS LIMITED,UNI CONSULTING UNIQUE IMPROVEMENTS LIMITED
UNIFY ENTERPRISE COMMUNICATIONS LIMITED,UNIFY ENTERPRISE COMMUNICATIONS LIMITED
UNIQUE HEALTH SOLUTIONS LIMITED,UNIQUE HEALTH SOLUTIONS LIMITED
UNIT4 BUSINESS SOFTWARE LIMITED,UNIT4 BUSINESS SOFTWARE LIMITED
UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST
UNITED RESPONSE,UNITED RESPONSE
UNITED UTILITIES WATER LIMITED,UNITED UTILITIES WATER LIMITED
UNITY HEALTH,UNITY HEALTH
UNITY HOMES LIMITED,UNITY HOMES LIMITED
UNITY SURGERY,UNITY SURGERY
UNIVERSITY COLLEGE LONDON,UNIVERSITY COLLEGE LONDON
UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST
UNIVERSITY HEALTH CENTRE,UNIVERSITY HEALTH CENTRE
UNIVERSITY HEALTH SERVICE,UNIVERSITY HEALTH SERVICE
UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST
UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST
UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST
UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST
UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST
UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST
UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST
UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST
UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST
UNIVERSITY OF BATH,UNIVERSITY OF BATH
UNIVERSITY OF BIRMINGHAM,UNIVERSITY OF BIRMINGHAM
UNIVERSITY OF BRISTOL,UNIVERSITY OF BRISTOL
UNIVERSITY OF CAMBRIDGE,UNIVERSITY OF CAMBRIDGE
UNIVERSITY OF CENTRAL LANCASHIRE,UNIVERSITY OF CENTRAL LANCASHIRE
UNIVERSITY OF CHESTER,UNIVERSITY OF CHESTER
UNIVERSITY OF EAST ANGLIA,UNIVERSITY OF EAST ANGLIA
UNIVERSITY OF GLOUCESTERSHIRE,UNIVERSITY OF GLOUCESTERSHIRE
UNIVERSITY OF HERTFORDSHIRE,UNIVERSITY OF HERTFORDSHIRE
UNIVERSITY OF HULL,UNIVERSITY OF HULL
UNIVERSITY OF KENT,UNIVERSITY OF KENT
UNIVERSITY OF LINCOLN,UNIVERSITY OF LINCOLN
UNIVERSITY OF LIVERPOOL,UNIVERSITY OF LIVERPOOL
UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE,UNIVERSITY OF NORTHUMBRIA AT NEWCASTLE
UNIVERSITY OF NOTTINGHAM,UNIVERSITY OF NOTTINGHAM
UNIVERSITY OF SALFORD,UNIVERSITY OF SALFORD
UNIVERSITY OF SHEFFIELD,UNIVERSITY OF SHEFFIELD
UNIVERSITY OF SOUTHAMPTON,UNIVERSITY OF SOUTHAMPTON
UNIVERSITY OF SUFFOLK,UNIVERSITY OF SUFFOLK
UNIVERSITY OF SUSSEX HEALTH CENTRE,UNIVERSITY OF SUSSEX HEALTH CENTRE
UNIVERSITY OF WARWICK,UNIVERSITY OF WARWICK
UNIVERSITY OF YORK,UNIVERSITY OF YORK
UNLIMITED POTENTIAL,UNLIMITED POTENTIAL
UPLANDS CARE CENTRE LIMITED,UPLANDS CARE CENTRE LIMITED
UPPER EDEN MEDICAL PRACTICE,UPPER EDEN MEDICAL PRACTICE
UPPER THAMES MEDICAL GROUP,UPPER THAMES MEDICAL GROUP
UPPERTHORPE MEDICAL CENTRE,UPPERTHORPE MEDICAL CENTRE
UPR LIMITED,UPR LIMITED
UPTON GROUP PRACTICE,UPTON GROUP PRACTICE
UPTON LANE MEDICAL CENTRE,UPTON LANE MEDICAL CENTRE
UPTON ROAD SURGERY,UPTON ROAD SURGERY
UPTON VILLAGE SURGERY,UPTON VILLAGE SURGERY
UPWELL STREET SURGERY,UPWELL STREET SURGERY
UTTLESFORD COMMUNITY TRAVEL,UTTLESFORD COMMUNITY TRAVEL
UTTLESFORD HEALTH LIMITED,UTTLESFORD HEALTH LIMITED
V CARS LIMITED,V CARS LIMITED
VALE HOUSE STABILISATION SERVICES,VALE HOUSE STABILISATION SERVICES
VALENTINE HEALTH PARTNERSHIP,VALENTINE HEALTH PARTNERSHIP
VALEO LIMITED,VALEO LIMITED
VALLEY COMMUNITY THEATRE,VALLEY COMMUNITY THEATRE
VALORUM CARE LIMITED,VALORUM CARE LIMITED
VANBRUGH GROUP PRACTICE,VANBRUGH GROUP PRACTICE
VASSALL MEDICAL CENTRE,VASSALL MEDICAL CENTRE
VENKAT HEALTH CENTRE,VENKAT HEALTH CENTRE
VENN CONSULTING LIMITED,VENN CONSULTING LIMITED
VENN GROUP LIMITED,VENN GROUP LIMITED
VENTNOR MEDICAL CENTRE,VENTNOR MEDICAL CENTRE
VENUS,VENUS
VEOR SURGERY,VEOR SURGERY
VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY,VERNOVA HEALTHCARE COMMUNITY INTEREST COMPANY
VERUMED CONSULTANCY SERVICES LIMITED,VERUMED CONSULTANCY SERVICES LIMITED
VERVE COMMUNICATIONS LIMITED,VERVE COMMUNICATIONS LIMITED
VIBRANCE,VIBRANCE
VICTIM SUPPORT,VICTIM SUPPORT
VICTORIA MEDICAL CENTRE,VICTORIA MEDICAL CENTRE
VICTORIA MEDICAL PRACTICE,VICTORIA MEDICAL PRACTICE
VICTORIA NURSING GROUP LIMITED,VICTORIA NURSING GROUP LIMITED
VICTORIA PARK HEALTH CENTRE,VICTORIA PARK HEALTH CENTRE
VICTORIA ROAD SURGERY,VICTORIA ROAD SURGERY
VIDA GRANGE LIMITED,VIDA GRANGE LIMITED
VIDA HEALTHCARE,VIDA HEALTHCARE
VIDALREAD COMMUNICATIONS LIMITED,VIDALREAD COMMUNICATIONS LIMITED
VINE HOUSE HEALTH CENTRE,VINE HOUSE HEALTH CENTRE
VINE MEDICAL GROUP,VINE MEDICAL GROUP
VIOLET LANE MEDICAL PRACTICE,VIOLET LANE MEDICAL PRACTICE
VIRAN MEDICAL CENTRE,VIRAN MEDICAL CENTRE
VIRGIN CARE DARLINGTON LIMITED LIABILITY PARTNERSHIP,VIRGIN CARE DARLINGTON LIMITED LIABILITY PARTNERSHIP
VIRGIN CARE EAST RIDING LIMITED LIABILITY PARTNERSHIP,VIRGIN CARE EAST RIDING LIMITED LIABILITY PARTNERSHIP
VIRGIN CARE LEEDS LIMITED LIABILITY PARTNERSHIP,VIRGIN CARE LEEDS LIMITED LIABILITY PARTNERSHIP
VIRGIN CARE PROVIDER SERVICES LIMITED,VIRGIN CARE PROVIDER SERVICES LIMITED
VIRGIN MEDIA BUSINESS LIMITED,VIRGIN MEDIA BUSINESS LIMITED
VISHOMIL LIMITED,VISHOMIL LIMITED
VISIBLE SOLUTIONS CONSULTANCY LIMITED,VISIBLE SOLUTIONS CONSULTANCY LIMITED
VISION EXPRESS UK LIMITED,VISION EXPRESS UK LIMITED
VISTA ROAD SURGERY,VISTA ROAD SURGERY
VITA HEALTH SOLUTIONS LIMITED,VITA HEALTH SOLUTIONS LIMITED
VIVID RESOURCING LIMITED,VIVID RESOURCING LIMITED
VIVRE CARE LIMITED,VIVRE CARE LIMITED
VOCARE LIMITED,VOCARE LIMITED
VODAFONE CORPORATE LIMITED,VODAFONE CORPORATE LIMITED
VODAFONE LIMITED,VODAFONE LIMITED
VOLAIR LIMITED,VOLAIR LIMITED
VOLUNTARY ACTION BARNSLEY,VOLUNTARY ACTION BARNSLEY
VOLUNTARY ACTION ROTHERHAM,VOLUNTARY ACTION ROTHERHAM
VOLUNTARY ACTION SHEFFIELD,VOLUNTARY ACTION SHEFFIELD
VOLUNTARY ACTION STOKE ON TRENT,VOLUNTARY ACTION STOKE ON TRENT
VOLUNTARY NORFOLK,VOLUNTARY NORFOLK
VOLUNTEER CORNWALL,VOLUNTEER CORNWALL
VOSCUR LIMITED,VOSCUR LIMITED
VSNW,VSNW
W MOORS AND SON LIMITED,W MOORS AND SON LIMITED
WADEBRIDGE AND CAMEL ESTUARY PRACTICE,WADEBRIDGE AND CAMEL ESTUARY PRACTICE
WAKEFIELD COUNCIL,WAKEFIELD COUNCIL
WAKEFIELD HOSPICE,WAKEFIELD HOSPICE
WAKEMANS HILL SURGERY,WAKEMANS HILL SURGERY
WALDOC LIMITED,WALDOC LIMITED
WALKDEN MEDICAL CENTRE,WALKDEN MEDICAL CENTRE
WALKER RESOURCE MANAGEMENT LIMITED,WALKER RESOURCE MANAGEMENT LIMITED
WALKLEY HOUSE MEDICAL CENTRE,WALKLEY HOUSE MEDICAL CENTRE
WALLASEY CITIZENS ADVICE BUREAU,WALLASEY CITIZENS ADVICE BUREAU
WALNUT TREE HEALTH CENTRE,WALNUT TREE HEALTH CENTRE
WALNUT UNLIMITED LIMITED,WALNUT UNLIMITED LIMITED
WALSALL ALLIANCE LIMITED,WALSALL ALLIANCE LIMITED
WALSALL CARDIAC REHABILITATION TRUST,WALSALL CARDIAC REHABILITATION TRUST
WALSALL HEALTHCARE NHS TRUST,WALSALL HEALTHCARE NHS TRUST
WALSALL METROPOLITAN BOROUGH COUNCIL,WALSALL METROPOLITAN BOROUGH COUNCIL
WALSALL WOOD HEALTH CENTRE,WALSALL WOOD HEALTH CENTRE
WALTON LODGE LIMITED,WALTON LODGE LIMITED
WALTON MEDICAL CENTRE,WALTON MEDICAL CENTRE
WANSTEAD PLACE SURGERY,WANSTEAD PLACE SURGERY
WARD HOUSE LIMITED,WARD HOUSE LIMITED
WARDEN LODGE MEDICAL PRACTICE,WARDEN LODGE MEDICAL PRACTICE
WARDERS MEDICAL CENTRE,WARDERS MEDICAL CENTRE
WARDOUR GROUP LIMITED,WARDOUR GROUP LIMITED
WARREN LARKIN ASSOCIATES LIMITED,WARREN LARKIN ASSOCIATES LIMITED
WARREN PARK CHAPELTOWN LIMITED,WARREN PARK CHAPELTOWN LIMITED
WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST,WARRINGTON AND HALTON HOSPITALS NHS FOUNDATION TRUST
WARRINGTON COMMUNITY LIVING,WARRINGTON COMMUNITY LIVING
WARRINGTON DISTRICT CITIZENS ADVICE BUREAU,WARRINGTON DISTRICT CITIZENS ADVICE BUREAU
WARRIOR SQUARE SURGERY,WARRIOR SQUARE SURGERY
WARWICK ROAD SURGERY,WARWICK ROAD SURGERY
WARWICKSHIRE COUNTY COUNCIL,WARWICKSHIRE COUNTY COUNCIL
WATER EATON HEALTH CENTRE,WATER EATON HEALTH CENTRE
WATERLOO HEALTH CENTRE,WATERLOO HEALTH CENTRE
WATERLOO HOUSE SURGERY,WATERLOO HOUSE SURGERY
WATERS EDGE MEDICAL CENTRE,WATERS EDGE MEDICAL CENTRE
WATFORD AND THREE RIVERS TRUST,WATFORD AND THREE RIVERS TRUST
WATLING STREET SURGERY,WATLING STREET SURGERY
WATTON MEDICAL PRACTICE,WATTON MEDICAL PRACTICE
WATTON PLACE CLINIC,WATTON PLACE CLINIC
WAVENET LIMITED,WAVENET LIMITED
WEAVER VALE PRACTICE,WEAVER VALE PRACTICE
WEBSTAR HEALTH LIMITED,WEBSTAR HEALTH LIMITED
WELL STREET SURGERY,WELL STREET SURGERY
WELLBURN CARE HOMES LIMITED,WELLBURN CARE HOMES LIMITED
WELLINGTON MEDICAL PRACTICE,WELLINGTON MEDICAL PRACTICE
WELLS ROAD SURGERY,WELLS ROAD SURGERY
WELLSBOURNE HEALTHCARE COMMUNITY INTEREST COMPANY,WELLSBOURNE HEALTHCARE COMMUNITY INTEREST COMPANY
WELLSPRING ACADEMY TRUST,WELLSPRING ACADEMY TRUST
WELLWAY MEDICAL GROUP,WELLWAY MEDICAL GROUP
WELTON FAMILY HEALTH CENTRE,WELTON FAMILY HEALTH CENTRE
WEM AND PREES MEDICAL PRACTICE,WEM AND PREES MEDICAL PRACTICE
WENTWORTH MEDICAL PRACTICE,WENTWORTH MEDICAL PRACTICE
WEOBLEY AND STAUNTON ON WYE SURGERIES,WEOBLEY AND STAUNTON ON WYE SURGERIES
WESLEYAN ASSURANCE SOCIETY,WESLEYAN ASSURANCE SOCIETY
WESSEX CANCER TRUST,WESSEX CANCER TRUST
WESSEX CHILDRENS HOSPICE TRUST,WESSEX CHILDRENS HOSPICE TRUST
WEST BERKSHIRE DISTRICT COUNCIL,WEST BERKSHIRE DISTRICT COUNCIL
WEST BRIDGFORD MEDICAL CENTRE,WEST BRIDGFORD MEDICAL CENTRE
WEST END MEDICAL CENTRE,WEST END MEDICAL CENTRE
WEST END SURGERY,WEST END SURGERY
WEST HAMPSTEAD MEDICAL CENTRE,WEST HAMPSTEAD MEDICAL CENTRE
WEST HERTFORDSHIRE HOSPITALS NHS TRUST,WEST HERTFORDSHIRE HOSPITALS NHS TRUST
WEST HERTS MEDICAL CENTRE,WEST HERTS MEDICAL CENTRE
WEST KENT HEALTH LIMITED,WEST KENT HEALTH LIMITED
WEST KENT MIND,WEST KENT MIND
WEST LANCASHIRE CRISIS AND INFORMATION CENTRE,WEST LANCASHIRE CRISIS AND INFORMATION CENTRE
WEST LANCS PEER SUPPORT,WEST LANCS PEER SUPPORT
WEST LODGE CARE HOMES LIMITED,WEST LODGE CARE HOMES LIMITED
WEST LONDON MEDICAL CENTRE,WEST LONDON MEDICAL CENTRE
WEST LONDON NHS TRUST,WEST LONDON NHS TRUST
WEST MEADS SURGERY,WEST MEADS SURGERY
WEST NORFOLK HEALTH LIMITED,WEST NORFOLK HEALTH LIMITED
WEST OAK SURGERY,WEST OAK SURGERY
WEST POINT MEDICAL CENTRE,WEST POINT MEDICAL CENTRE
WEST RAINTON SURGERY,WEST RAINTON SURGERY
WEST SUFFOLK NHS FOUNDATION TRUST,WEST SUFFOLK NHS FOUNDATION TRUST
WEST SUSSEX COUNTY COUNCIL,WEST SUSSEX COUNTY COUNCIL
WEST VILLA RESIDENTIAL HOME LIMITED,WEST VILLA RESIDENTIAL HOME LIMITED
WEST WALK SURGERY,WEST WALK SURGERY
WEST WIRRAL GROUP PRACTICE,WEST WIRRAL GROUP PRACTICE
WEST4 GPS,WEST4 GPS
WESTBROOK MEDICAL CENTRE,WESTBROOK MEDICAL CENTRE
WESTBURY GROUP PRACTICE,WESTBURY GROUP PRACTICE
WESTBURY MEDICAL CENTRE,WESTBURY MEDICAL CENTRE
WESTBURY ROAD MEDICAL PRACTICE,WESTBURY ROAD MEDICAL PRACTICE
WESTCOTT HOUSE,WESTCOTT HOUSE
WESTCROFT HEALTH CENTRE,WESTCROFT HEALTH CENTRE
WESTCROFT HOUSE SURGERY,WESTCROFT HOUSE SURGERY
WESTERN ELMS SURGERY,WESTERN ELMS SURGERY
WESTERN ROAD MEDICAL CENTRE,WESTERN ROAD MEDICAL CENTRE
WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST
WESTFIELD ROAD SURGERY,WESTFIELD ROAD SURGERY
WESTFIELD SURGERY,WESTFIELD SURGERY
WESTGATE HEALTHCARE LIMITED,WESTGATE HEALTHCARE LIMITED
WESTGATE SURGERY,WESTGATE SURGERY
WESTLANDS MEDICAL CENTRE,WESTLANDS MEDICAL CENTRE
WESTMORLAND HEALTHCARE LIMITED,WESTMORLAND HEALTHCARE LIMITED
WESTON AREA HEALTH NHS TRUST,WESTON AREA HEALTH NHS TRUST
WESTSIDE SURGERY,WESTSIDE SURGERY
WESTWARD CARE HOMES LIMITED,WESTWARD CARE HOMES LIMITED
WESTWOOD CARE GROUP LIMITED,WESTWOOD CARE GROUP LIMITED
WESTWOOD COURT WINSFORD LIMITED,WESTWOOD COURT WINSFORD LIMITED
WESTWOOD ROAD SURGERY,WESTWOOD ROAD SURGERY
WETMORE ROAD SURGERY,WETMORE ROAD SURGERY
WEY FAMILY PRACTICE,WEY FAMILY PRACTICE
WF FEDERATED GP NETWORK LIMITED,WF FEDERATED GP NETWORK LIMITED
WHADDON MEDICAL CENTRE,WHADDON MEDICAL CENTRE
WHINFIELD MEDICAL PRACTICE,WHINFIELD MEDICAL PRACTICE
WHITBY GROUP PRACTICE,WHITBY GROUP PRACTICE
WHITE LODGE MEDICAL PRACTICE,WHITE LODGE MEDICAL PRACTICE
WHITE MEDICAL GROUP,WHITE MEDICAL GROUP
WHITE ROSE SURGERY,WHITE ROSE SURGERY
WHITEHAVEN MEDICAL CENTRE,WHITEHAVEN MEDICAL CENTRE
WHITELADIES MEDICAL GROUP,WHITELADIES MEDICAL GROUP
WHITEPARISH SURGERY,WHITEPARISH SURGERY
WHITSTABLE MEDICAL PRACTICE,WHITSTABLE MEDICAL PRACTICE
WHITWELL SURGERY,WHITWELL SURGERY
WHYBURN MEDICAL PRACTICE,WHYBURN MEDICAL PRACTICE
WICKHAM PARK SURGERY,WICKHAM PARK SURGERY
WICKHAMBROOK SURGERY,WICKHAMBROOK SURGERY
WIDNES SPORT LIMITED,WIDNES SPORT LIMITED
WIGAN AND LEIGH HOSPICE,WIGAN AND LEIGH HOSPICE
WIGAN BOROUGH FEDERATED HEALTHCARE LIMITED,WIGAN BOROUGH FEDERATED HEALTHCARE LIMITED
WIGAN FAMILY WELFARE,WIGAN FAMILY WELFARE
WIGAN GP ALLIANCE,WIGAN GP ALLIANCE
WIGAN METROPOLITAN BOROUGH COUNCIL,WIGAN METROPOLITAN BOROUGH COUNCIL
WIGGLYAMPS LIMITED,WIGGLYAMPS LIMITED
WIGTON GROUP MEDICAL PRACTICE,WIGTON GROUP MEDICAL PRACTICE
WILBERFORCE SURGERY,WILBERFORCE SURGERY
WILCODOC LIMITED,WILCODOC LIMITED
WILLEN HOSPICE,WILLEN HOSPICE
WILLIAM STREET SURGERY,WILLIAM STREET SURGERY
WILLIAMS MEDICAL SUPPLIES LIMITED,WILLIAMS MEDICAL SUPPLIES LIMITED
WILLINBROOK HEALTHCARE LIMITED,WILLINBROOK HEALTHCARE LIMITED
WILLINGTON MEDICAL GROUP,WILLINGTON MEDICAL GROUP
WILLOW BURN HOSPICE,WILLOW BURN HOSPICE
WILLOW GREEN SURGERY,WILLOW GREEN SURGERY
WILLOW TREE SURGERY,WILLOW TREE SURGERY
WILLOW WOOD HOSPICE,WILLOW WOOD HOSPICE
WILLOWBECK HEALTH CARE LIMITED,WILLOWBECK HEALTH CARE LIMITED
WILLOWBECK LIMITED,WILLOWBECK LIMITED
WILLOWBROOK HOSPICE,WILLOWBROOK HOSPICE
WILLOWBROOK MEDICAL PRACTICE,WILLOWBROOK MEDICAL PRACTICE
WILSON FLETCHER LIMITED,WILSON FLETCHER LIMITED
WILTSHIRE CENTRE FOR INDEPENDENT LIVING LIMITED,WILTSHIRE CENTRE FOR INDEPENDENT LIVING LIMITED
WILTSHIRE COUNCIL,WILTSHIRE COUNCIL
WILTSHIRE HEALTH AND CARE LIMITED LIABILITY PARTNERSHIP,WILTSHIRE HEALTH AND CARE LIMITED LIABILITY PARTNERSHIP
WINCHESTER CITY COUNCIL,WINCHESTER CITY COUNCIL
WINCOBANK MEDICAL CENTRE,WINCOBANK MEDICAL CENTRE
WINDMILL SURGERY,WINDMILL SURGERY
WINDSOR CARE LIMITED,WINDSOR CARE LIMITED
WINGATE MEDICAL CENTRE,WINGATE MEDICAL CENTRE
WINSCOMBE SURGERY,WINSCOMBE SURGERY
WINSCRIBE EUROPE LIMITED,WINSCRIBE EUROPE LIMITED
WINSTONS WISH,WINSTONS WISH
WIRRAL CAB,WIRRAL CAB
WIRRAL GP PROVIDER GPWFED LIMITED,WIRRAL GP PROVIDER GPWFED LIMITED
WIRRAL HOLISTIC CARE SERVICES,WIRRAL HOLISTIC CARE SERVICES
WIRRAL HOSPICE ST JOHNS,WIRRAL HOSPICE ST JOHNS
WIRRAL METROPOLITAN BOROUGH COUNCIL,WIRRAL METROPOLITAN BOROUGH COUNCIL
WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST
WIRRELDERLY,WIRRELDERLY
WISDOM SUPPORT LIMITED,WISDOM SUPPORT LIMITED
WISH PARK SURGERY,WISH PARK SURGERY
WITTON LODGE COMMUNITY ASSOCIATION,WITTON LODGE COMMUNITY ASSOCIATION
WITTON MEDICAL CENTRE,WITTON MEDICAL CENTRE
WOKING HOSPICE,WOKING HOSPICE
WOKINGHAM BOROUGH COUNCIL,WOKINGHAM BOROUGH COUNCIL
WOKINGHAM MEDICAL CENTRE,WOKINGHAM MEDICAL CENTRE
WOLSELEY MEDICAL CENTRE,WOLSELEY MEDICAL CENTRE
WOLSTANTON MEDICAL CENTRE,WOLSTANTON MEDICAL CENTRE
WOLVERHAMPTON CITY COUNCIL,WOLVERHAMPTON CITY COUNCIL
WOLVERTON HEALTH CENTRE,WOLVERTON HEALTH CENTRE
WOMENS HEALTH IN SOUTH TYNESIDE,WOMENS HEALTH IN SOUTH TYNESIDE
WOODBRIDGE PRACTICE,WOODBRIDGE PRACTICE
WOODBROOK MEDICAL CENTRE,WOODBROOK MEDICAL CENTRE
WOODCHURCH HOUSE LIMITED,WOODCHURCH HOUSE LIMITED
WOODFIELD CARE HOME LIMITED,WOODFIELD CARE HOME LIMITED
WOODHALL SPA NEW SURGERY,WOODHALL SPA NEW SURGERY
WOODLAND DRIVE MEDICAL CENTRE,WOODLAND DRIVE MEDICAL CENTRE
WOODLAND ROAD SURGERY,WOODLAND ROAD SURGERY
WOODLANDS FAMILY MEDICAL CENTRE,WOODLANDS FAMILY MEDICAL CENTRE
WOODLANDS HOSPICE CHARITABLE TRUST,WOODLANDS HOSPICE CHARITABLE TRUST
WOODLANDS PRACTICE,WOODLANDS PRACTICE
WOODSEATS MEDICAL CENTRE,WOODSEATS MEDICAL CENTRE
WOODSETTON MEDICAL CENTRE,WOODSETTON MEDICAL CENTRE
WOODSIDE MEDICAL PRACTICE,WOODSIDE MEDICAL PRACTICE
WOOLPIT HEALTH CENTRE,WOOLPIT HEALTH CENTRE
WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST
WORCESTERSHIRE COUNTY COUNCIL,WORCESTERSHIRE COUNTY COUNCIL
WORCESTERSHIRE HEALTH AND CARE NHS TRUST,WORCESTERSHIRE HEALTH AND CARE NHS TRUST
WORDSLEY GREEN HEALTH CENTRE,WORDSLEY GREEN HEALTH CENTRE
WORKERS EDUCATIONAL ASSOCIATION,WORKERS EDUCATIONAL ASSOCIATION
WORKING WELL TRUST,WORKING WELL TRUST
WORKINGTON HEALTH LIMITED,WORKINGTON HEALTH LIMITED
WORKMAN LIMITED LIABILITY PARTNERSHIP,WORKMAN LIMITED LIABILITY PARTNERSHIP
WORTHEN MEDICAL PRACTICE,WORTHEN MEDICAL PRACTICE
WORTHING AND ARUN MIND,WORTHING AND ARUN MIND
WORTHING MEDICAL GROUP,WORTHING MEDICAL GROUP
WREN HALL NURSING HOME LIMITED,WREN HALL NURSING HOME LIMITED
WREST PARK LIMITED,WREST PARK LIMITED
WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST,WRIGHTINGTON WIGAN AND LEIGH NHS FOUNDATION TRUST
WRIGLEYS SOLICITORS LIMITED LIABILITY PARTNERSHIP,WRIGLEYS SOLICITORS LIMITED LIABILITY PARTNERSHIP
WYCHBURY MEDICAL GROUP,WYCHBURY MEDICAL GROUP
WYE SURGERY,WYE SURGERY
WYE VALLEY NHS TRUST,WYE VALLEY NHS TRUST
WYMONDHAM MEDICAL PARTNERSHIP,WYMONDHAM MEDICAL PARTNERSHIP
WYRE FOREST PRIMARY CARE LIMITED,WYRE FOREST PRIMARY CARE LIMITED
